id,title,assignee,inventor,priority_date,filing_date,publication_date,grant_date,result_link,representative_figure_link
KR-20180114939-A,Systems and methods for controlling asset-related activities through block chaining ,??? ??? ????,"???? ??? ???, ?? ??",23/02/2016,14/02/2017,19/10/2018,,https://patents.google.com/patent/KR20180114939A/en,https://patentimages.storage.googleapis.com/22/e8/d6/632c251abc1539/pct00003.png
KR-20200078420-A,Data isolation in blockchain networks ,???? ?? ?? ????,??? ?,19/12/2018,19/12/2018,01/07/2020,,https://patents.google.com/patent/KR20200078420A/en,https://patentimages.storage.googleapis.com/be/27/c1/8365541e828bbc/pct00001.png
KR-20220080217-A,"Method, apparatus, and computer-readable medium for dividend yielding currency based on elastic securitization ",?? ??? ??,?? ??? ??,27/01/2016,27/01/2017,14/06/2022,,https://patents.google.com/patent/KR20220080217A/en,https://patentimages.storage.googleapis.com/ce/00/e8/edeca108e11e47/pat00001.png
KR-20180068888-A,Method and apparatus for purchasing game item using smart contract ,??????? ?????,"???, ???",14/12/2016,14/12/2017,22/06/2018,,https://patents.google.com/patent/KR20180068888A/en,https://patentimages.storage.googleapis.com/09/e3/ad/4599230759ae92/pat00003.png
KR-20210143719-A,Use of contactless cards for secure sharing of personal data stored within the blockchain ,"??? ? ????, ???","??? ?, ??? ???, ???? ??",20/03/2019,19/03/2020,29/11/2021,,https://patents.google.com/patent/KR20210143719A/en,https://patentimages.storage.googleapis.com/a2/69/b5/3b5534134a6771/pct00001.png
KR-20200108231-A,"Service process system, service data processing method and device ","??? ??? ?? ???? ? ????? ?., ???.","??? ?, ?? ?, ??? ?, ?? ??, ? ??, ??? ??",06/03/2019,07/11/2019,17/09/2020,,https://patents.google.com/patent/KR20200108231A/en,https://patentimages.storage.googleapis.com/2f/3b/26/dcb1fd427dbd04/pat00001.png
KR-20190101061-A,A platform of performing inquiry and management for distribution and distribution history of goods through block chain ,(?)????,"???, ???, ?? ?",22/02/2018,22/02/2018,30/08/2019,,https://patents.google.com/patent/KR20190101061A/en,https://patentimages.storage.googleapis.com/59/78/89/fee5ed830fa262/pat00001.png
KR-20180079805-A,"Method for authenticating a user without a face-to-face contact by using mobile id based on blockchain, and terminal and server using the same ",???? ?????,"???, ???, ???, ???, ???, ???",02/01/2017,02/01/2017,11/07/2018,,https://patents.google.com/patent/KR20180079805A/en,https://patentimages.storage.googleapis.com/ef/78/47/6bb6337f301d52/pat00001.png
KR-20200079290-A,"Method and apparatus for fund flow, and electronic device ",???? ?? ?? ????,"?? ?, ??? ?",19/01/2018,18/01/2019,02/07/2020,,https://patents.google.com/patent/KR20200079290A/en,https://patentimages.storage.googleapis.com/cb/f5/ec/c006438db208db/pct00001.png
KR-101932277-B1,Distributed Ledger Device and Distributed Ledger Method for Sharing User Information using Blockchain ,???? ??????,"???, ???, ???",22/12/2017,22/12/2017,24/12/2018,24/12/2018,https://patents.google.com/patent/KR101932277B1/en,https://patentimages.storage.googleapis.com/49/b5/85/df782b31fc333a/112017128314720-pat00001.png
KR-20180079847-A,Person to person trading method and apparatus by using blockchain and distributed hash table ,??????????,"??, ???",03/01/2017,03/01/2017,11/07/2018,,https://patents.google.com/patent/KR20180079847A/en,https://patentimages.storage.googleapis.com/b6/3a/c0/14f8c5c519f625/pat00002.png
KR-102193533-B1,Faas platform in blockchain network ,"????? ? ?????? ??., ???.","???? ??, ?? ?",27/11/2018,27/11/2018,23/12/2020,23/12/2020,https://patents.google.com/patent/KR102193533B1/en,https://patentimages.storage.googleapis.com/4a/9b/c9/2f2a2755e0aed6/112019040638869-pct00001.png
KR-102094497-B1,System and method for providing storage service based on block chain ,???? ???,"???, ???, ???",16/08/2017,16/08/2017,23/04/2020,23/04/2020,https://patents.google.com/patent/KR102094497B1/en,https://patentimages.storage.googleapis.com/20/f4/75/c79a3283d7eeab/112017078799811-pat00001.png
KR-101868589-B1,access security system based on blockchain processing of biometrics logs for access control equipments ,??? ????,"???, ???, ???",30/03/2018,30/03/2018,18/06/2018,18/06/2018,https://patents.google.com/patent/KR101868589B1/en,https://patentimages.storage.googleapis.com/12/dc/30/65fb149e986834/112018032193584-pat00001.png
KR-20190094191-A,Blockchain based data processing method and apparatus ,???? ?? ?? ????,?? ??,28/03/2017,26/03/2018,12/08/2019,,https://patents.google.com/patent/KR20190094191A/en,https://patentimages.storage.googleapis.com/d6/3f/10/456abad211dd02/pct00001.png
KR-102406172-B1,Method and system for providing NFT-based eco-friendly big data distribution platform services ,???? ??,???,27/08/2021,27/08/2021,10/06/2022,10/06/2022,https://patents.google.com/patent/KR102406172B1/en,https://patentimages.storage.googleapis.com/bc/e1/bd/dd5325f9480405/112021099136342-pat00001.png
KR-20200009673-A,Game platform using virtual currency based on blockchain ,(?)???????????,???,19/07/2018,19/07/2018,30/01/2020,,https://patents.google.com/patent/KR20200009673A/en,https://patentimages.storage.googleapis.com/88/0b/b4/2be0c8ccee3224/pat00001.png
KR-102173426-B1,Privacy preserving public key infrastructure based self sign and verification system and method in decentralized identity ,???? ???????,"???, ???",08/07/2020,08/07/2020,03/11/2020,03/11/2020,https://patents.google.com/patent/KR102173426B1/en,https://patentimages.storage.googleapis.com/ee/93/78/78d6919ff24e9d/112020070780558-pat00001.png
KR-20210148863-A,"Method and apparatus for processing privacy data of block chain, device, storage medium ",??? ??? ??? ????? (???) ??? ????,"? ?, ?? ??",29/05/2020,25/02/2021,08/12/2021,,https://patents.google.com/patent/KR20210148863A/en,https://patentimages.storage.googleapis.com/05/77/51/7df9ddfed81eb9/pat00001.png
KR-102141069-B1,Transaction system to managing a transparent transaction history ,???? ???????,"???, ???",26/02/2020,26/02/2020,04/08/2020,04/08/2020,https://patents.google.com/patent/KR102141069B1/en,https://patentimages.storage.googleapis.com/8e/4e/9c/e67ef11b7e0073/112020020379074-pat00001.png
KR-102472362-B1,Internet Of Things Device Control System and Method Based On Block Chain ,???? ???,"???, ???, ???",06/11/2017,06/11/2017,29/11/2022,29/11/2022,https://patents.google.com/patent/KR102472362B1/en,https://patentimages.storage.googleapis.com/aa/7e/12/befb680fe82c2e/112017109938945-pat00001.png
KR-102283744-B1,Asynchronous processing of blockchain blocks ,"???? (???) ????? ????? ??., ???.","??? ?, ??? ?",27/11/2019,27/11/2019,02/08/2021,02/08/2021,https://patents.google.com/patent/KR102283744B1/en,https://patentimages.storage.googleapis.com/6e/e6/8b/a80a84d8a269d8/112020114715005-pct00001.png
KR-102225196-B1,Consensus of shared blockchain data storage based on error correction codes ,"???? (???) ????? ????? ??., ???.","??? ?, ??? ??",06/11/2019,06/11/2019,09/03/2021,09/03/2021,https://patents.google.com/patent/KR102225196B1/en,https://patentimages.storage.googleapis.com/af/c9/27/32c92903a7c5cd/112020115981393-pct00001.png
KR-20200016389-A,Smart Contract Based Credit Network ,??? ????? ?????,"????? ???, ???? ???? ????, ???? ????",05/07/2017,05/07/2018,14/02/2020,,https://patents.google.com/patent/KR20200016389A/en,https://patentimages.storage.googleapis.com/31/e4/39/410daa19826228/pct00002.png
KR-20200101512-A,Method and apparatus for sharing big data using block chain ,????????? ????,"???, ???, ???, ???, ???, ???",30/01/2019,30/01/2019,28/08/2020,,https://patents.google.com/patent/KR20200101512A/en,https://patentimages.storage.googleapis.com/f1/1b/27/74135302a0db89/pat00001.png
KR-20210128454-A,Computer-implemented systems and methods for implementing transfers via blockchain networks. ,??? ??? ????,"???? ??? ???, ? ?? ????, ???? ??? ???",15/02/2019,30/01/2020,26/10/2021,,https://patents.google.com/patent/KR20210128454A/en,https://patentimages.storage.googleapis.com/bd/81/85/8a1dbbe519b317/pct00029.png
KR-20220010701-A,"Computer system and method for more efficiently storing, issuing, and transacting tokenized blockchain game assets managed by a smart contract ",? ?? ????? ????,"??? ????, ?? ????, ?? ????? ???, ?? ???, ???? ???? ????",16/07/2020,13/07/2021,26/01/2022,,https://patents.google.com/patent/KR20220010701A/en,https://patentimages.storage.googleapis.com/cc/78/a1/bffca6295a33d2/pat00001.png
KR-102116325-B1,Certification system for honest goods and transaction based on blockchain ,???,???,07/06/2019,07/06/2019,28/05/2020,28/05/2020,https://patents.google.com/patent/KR102116325B1/en,https://patentimages.storage.googleapis.com/b7/87/eb/d3c772e2ae4cd4/112019105569415-pat00008.png
KR-20200074908-A,Achieving consensus among network nodes in a distributed system ,???? ?? ?? ????,? ?,13/12/2018,13/12/2018,25/06/2020,,https://patents.google.com/patent/KR20200074908A/en,https://patentimages.storage.googleapis.com/fe/27/e1/241b39efa0880e/pct00001.png
KR-20200054130-A,Regulation of blockchain confidential transactions ,???? ?? ?? ????,"? ??, ?? ?, ??? ?",07/11/2018,07/11/2018,19/05/2020,,https://patents.google.com/patent/KR20200054130A/en,https://patentimages.storage.googleapis.com/86/c0/9c/3e4deb249e86a9/pct00001.png
KR-20210006393-A,Cryptographic ASIC for enforcement of key hierarchy ,???? ???? ??.,???? ?. ????? ? ????,25/04/2018,29/03/2019,18/01/2021,,https://patents.google.com/patent/KR20210006393A/en,https://patentimages.storage.googleapis.com/b4/92/d6/eab3466da827f3/pct00001.png
KR-20200074912-A,Change of primary node in distributed system ,???? ?? ?? ????,? ?,13/12/2018,13/12/2018,25/06/2020,,https://patents.google.com/patent/KR20200074912A/en,https://patentimages.storage.googleapis.com/9c/a8/87/d353c49a6e9599/pct00001.png
KR-20190097269-A,"Method and apparatus for digital certificate management, and electronic device ",???? ?? ?? ????,?? ??,26/07/2017,26/07/2018,20/08/2019,,https://patents.google.com/patent/KR20190097269A/en,https://patentimages.storage.googleapis.com/4e/1e/39/81140b15278c43/pct00001.png
KR-20190111042-A,"Method and apparatus for communication between blockchain nodes, apparatus and electronic device, and Method and apparatus for blockchain based certificate management ",???? ?? ?? ????,?? ??,26/07/2017,26/07/2018,01/10/2019,,https://patents.google.com/patent/KR20190111042A/en,https://patentimages.storage.googleapis.com/31/18/d3/dc87850aaf0996/pct00001.png
KR-20190105027-A,Data sharing method and data sharing system ,?? ????? ????? ??? ??? ????,"????? ?, ??? ?, ??? ?",18/07/2017,16/07/2018,11/09/2019,,https://patents.google.com/patent/KR20190105027A/en,https://patentimages.storage.googleapis.com/81/f0/ab/b3a95189f4a083/pct00001.png
KR-20200081422-A,"Asset management method and apparatus, and electronic device ",???? ?? ?? ????,??? ?,14/02/2018,14/02/2019,07/07/2020,,https://patents.google.com/patent/KR20200081422A/en,https://patentimages.storage.googleapis.com/65/08/7f/5559c520f9d819/pct00001.png
KR-20210050527-A,Self-regulated security token that implements smart contract-based compliance rules consulting an investor's smart contract-based global registry ,"?????, ???????","?? ????, ??? ?????, ?? ???, ??? ??, ??? ????, ??? ???, ??? ??? ???? ???",10/08/2018,09/08/2019,07/05/2021,,https://patents.google.com/patent/KR20210050527A/en,https://patentimages.storage.googleapis.com/69/55/77/fbf9d01224480c/pct00001.png
KR-20190138803-A,System and method for distributing data records using blockchain ,??? ??? ????,"?? ???, ??? ??",11/04/2017,10/04/2018,16/12/2019,,https://patents.google.com/patent/KR20190138803A/en,https://patentimages.storage.googleapis.com/31/aa/f0/33b60ef60093f0/pct00011.png
KR-20200091882-A,Incremental digital asset collateral wallet ,?? ???? ???????,"?? ?, ???? ?, ? ??",22/11/2017,22/11/2018,31/07/2020,,https://patents.google.com/patent/KR20200091882A/en,https://patentimages.storage.googleapis.com/41/89/a9/0b4b9de4534448/pct00002.png
KR-20190092564-A,Service processing method and apparatus ,???? ?? ?? ????,?? ?,26/01/2017,19/01/2018,07/08/2019,,https://patents.google.com/patent/KR20190092564A/en,https://patentimages.storage.googleapis.com/10/a7/8c/b6b9102739c785/pct00001.png
KR-20200086281-A,Distributed computing system and method ,??? ??? ????,"????? ???, ?? ???, ??? ?????, ??? ???",09/11/2017,01/11/2018,16/07/2020,,https://patents.google.com/patent/KR20200086281A/en,https://patentimages.storage.googleapis.com/a4/a5/94/700877162b3ee3/pct00119.png
KR-20200141086-A,"Digital certificate verification method and apparatus, computer device, and storage medium ",??? ?????(??) ??? ????,"?? ?, ???? ?, ?? ?, ??K ?, ? ?",24/07/2018,21/06/2019,17/12/2020,,https://patents.google.com/patent/KR20200141086A/en,https://patentimages.storage.googleapis.com/80/2a/e7/a75f8cc4c774c4/pct00001.png
KR-101621602-B1,Intelligent delivery and acquistion of digital assets ,?? ??.,"????? ?. ?, ? ?. ??, ???? ???, ?? ???, ??? ?????, ??? ???? ?, ?? ?. ???",09/03/2011,08/03/2012,17/05/2016,17/05/2016,https://patents.google.com/patent/KR101621602B1/en,https://patentimages.storage.googleapis.com/98/b2/9f/0afa8dcd867d50/112013080926520-pct00001.png
KR-20200074911-A,Perform recovery process for network nodes in distributed systems ,???? ?? ?? ????,? ?,13/12/2018,13/12/2018,25/06/2020,,https://patents.google.com/patent/KR20200074911A/en,https://patentimages.storage.googleapis.com/82/07/bb/60911c6b495fc1/pct00001.png
KR-102469300-B1,Systems and methods for tokenized control of smart contracts ,??? ??? ??? ???????,??? ??????,10/04/2019,30/03/2020,22/11/2022,22/11/2022,https://patents.google.com/patent/KR102469300B1/en,https://patentimages.storage.googleapis.com/32/12/3c/efdf084e96b73c/112021115235701-pct00003.png
KR-102134792-B1,Method for providing used goods trade service using fraud detection and appraisal based on blockchain with safe transaction ,???? ?????,???,11/12/2019,11/12/2019,16/07/2020,16/07/2020,https://patents.google.com/patent/KR102134792B1/en,https://patentimages.storage.googleapis.com/01/4a/0e/585bd680653052/112019128279441-pat00001.png
KR-20190091484-A,Blockchain consensus method and device ,???? ?? ?? ????,?? ?,28/03/2017,26/03/2018,06/08/2019,,https://patents.google.com/patent/KR20190091484A/en,https://patentimages.storage.googleapis.com/dc/b1/8f/dbe98e80117ff2/pct00001.png
KR-20180127504-A,A method for secure peer-to-peer communication in a block chain ,??? ??? ????,"???? ??? ???, ??? ???",11/04/2016,10/04/2017,28/11/2018,,https://patents.google.com/patent/KR20180127504A/en,https://patentimages.storage.googleapis.com/63/01/10/aa0d7062ea74d4/pct00001.png
KR-20190067581-A,Apparatus and method for distributed processing of blockchain transactions ,?????????,"???, ???, ???, ???, ????",07/12/2017,07/12/2017,17/06/2019,,https://patents.google.com/patent/KR20190067581A/en,https://patentimages.storage.googleapis.com/20/33/84/eaf1b3b37746d9/pat00001.png
KR-20210135477-A,Systems and methods for augmenting database applications with blockchain technology ,"?? ??????, ??.",?? ??,04/12/2018,28/11/2019,15/11/2021,,https://patents.google.com/patent/KR20210135477A/en,https://patentimages.storage.googleapis.com/9d/d3/6f/db311546c72fba/pct00006.png
KR-20180112061-A,Registry and automation management methods for smart contracts in block chain enforcement ,??? ??? ????,"???? ??? ???, ??? ???",23/02/2016,16/02/2017,11/10/2018,,https://patents.google.com/patent/KR20180112061A/en,https://patentimages.storage.googleapis.com/d0/45/99/810aacf1e74b44/pct00033.png
KR-20180104767-A,Method and system for using digital signatures to create trusted digital asset delivery ,?? ????? ??? ??????,"?? ????, ??? ????, ??? ???, ???? ???",12/02/2016,27/01/2017,21/09/2018,,https://patents.google.com/patent/KR20180104767A/en,https://patentimages.storage.googleapis.com/e3/87/cb/2c94f7d434326b/pct00001.png
KR-20200083979-A,User authentication using access information provided by the blockchain network ,??? (????) ???. ???.,?????? ????,03/11/2017,03/11/2017,09/07/2020,,https://patents.google.com/patent/KR20200083979A/en,https://patentimages.storage.googleapis.com/98/87/3a/c72110fa55b631/pct00001.png
KR-20200073283-A,Method and device for analyzing block chain based music originality ,???? ?? ?? ????,?? ?,10/05/2018,09/05/2019,23/06/2020,,https://patents.google.com/patent/KR20200073283A/en,https://patentimages.storage.googleapis.com/df/80/b8/c7732273ab6fba/pct00001.png
KR-20200066254-A,How to execute a multiparty transaction using a smart contract ,???? ?? ?? ????,"? ?, ???? ??, ?? ?",27/11/2018,27/11/2018,09/06/2020,,https://patents.google.com/patent/KR20200066254A/en,https://patentimages.storage.googleapis.com/3f/88/b7/f6ff6f35be9fb8/pct00001.png
KR-20190119453-A,"Apparatus, method AND cOMPUTER PROGRAM for playing game BETWEEN PLURALITY OF USERS and RECORDING RESULT ",???? ?????,???,12/04/2018,12/04/2018,22/10/2019,,https://patents.google.com/patent/KR20190119453A/en,https://patentimages.storage.googleapis.com/90/ac/d9/646f6dff935f5c/pat00001.png
KR-20200087140-A,Blockchain game system ,?? ????? ?????? ???,"?? ???, ?? ??, ??? ??? ??, ????? ????",25/10/2017,27/09/2018,20/07/2020,,https://patents.google.com/patent/KR20200087140A/en,https://patentimages.storage.googleapis.com/ca/f5/08/a02a76b4a3a7fe/pct00001.png
KR-20190032522-A,Digital Asset Management on Distributed Transaction Consensus Networks ,"????????, ???????",? ?,25/07/2016,06/01/2017,27/03/2019,,https://patents.google.com/patent/KR20190032522A/en,https://patentimages.storage.googleapis.com/7d/86/c8/fab8086050b158/pct00001.png
KR-102355550-B1,"Method, apparatus and system for converting real assets to digital assets based on blockchain ",???? ?????,???,22/06/2021,22/06/2021,08/02/2022,08/02/2022,https://patents.google.com/patent/KR102355550B1/en,https://patentimages.storage.googleapis.com/e4/0e/a2/6f3523fd450716/112021071642210-pat00001.png
KR-20200083544-A,"Asset management method and apparatus, and electronic device ",???? ?? ?? ????,??? ?,14/02/2018,14/02/2019,08/07/2020,,https://patents.google.com/patent/KR20200083544A/en,https://patentimages.storage.googleapis.com/96/ca/b9/ca383dda4697ac/pct00001.png
KR-102433504-B1,Blockchain data storage based on error correction codes for permissioned blockchain networks ,"???? (???) ????? ????? ??., ???.","??? ??, ??? ?",13/11/2019,13/11/2019,18/08/2022,18/08/2022,https://patents.google.com/patent/KR102433504B1/en,https://patentimages.storage.googleapis.com/01/25/79/07183021d3e310/112020113893326-pct00001.png
KR-102499076-B1,"Graph data-based task scheduling method, device, storage medium and apparatus ",??? ?????(??) ??? ????,? ?,16/05/2018,28/03/2019,14/02/2023,14/02/2023,https://patents.google.com/patent/KR102499076B1/en,https://patentimages.storage.googleapis.com/4a/1c/c8/99ac5b3ccc357c/112020122414707-pct00169.png
KR-20210089682-A,Zero-knowledge proof payment using blockchain ,"???? ????? ??? ????? ???? ???, ????.","???? ?. ????, ??? ?. ??, ??? ??. ????, ??? ?. ???",12/12/2018,11/12/2019,16/07/2021,,https://patents.google.com/patent/KR20210089682A/en,https://patentimages.storage.googleapis.com/0d/37/6f/e1f57d9fb101a7/pct00001.png
KR-102255287-B1,Physical identity management system using One-time-password on Blockchain ,???? ??,"???, ???, ?? ? ?? ?, ? ?? ?? ???",05/06/2018,05/06/2018,26/05/2021,26/05/2021,https://patents.google.com/patent/KR102255287B1/en,https://patentimages.storage.googleapis.com/eb/72/38/bfad975c432e11/112018055239052-pat00001.png
KR-102296831-B1,Transmission of digital tickets based on blockchain network ,"????? ? ?????? ??., ???.","??? ?, ?? ?, ? ?",08/04/2019,08/04/2019,02/09/2021,02/09/2021,https://patents.google.com/patent/KR102296831B1/en,https://patentimages.storage.googleapis.com/4e/62/f5/9ba0ae44e40ec9/112019111795952-pct00001.png
KR-20190128309-A,Blcok chain-based digita id and its issuance and identification method and system ,?????(?),"???, ???, ???, ???, ???",08/05/2018,08/05/2018,18/11/2019,,https://patents.google.com/patent/KR20190128309A/en,https://patentimages.storage.googleapis.com/5d/65/ae/9b8ffbc9660023/pat00001.png
KR-102285798-B1,Shared secret-based blockchain storage ,"????? ? ?????? ??., ???.","??? ?, ? ??",19/12/2018,19/12/2018,05/08/2021,05/08/2021,https://patents.google.com/patent/KR102285798B1/en,https://patentimages.storage.googleapis.com/ec/1b/39/4f8731a2c08f32/112019081784743-pct00001.png
KR-101918319-B1,E-used digital assets and post-acquisition revenue ,?? ??? ????.,"??? ?-???, ??? ?-???, ???? ???",23/02/2011,23/02/2012,13/11/2018,13/11/2018,https://patents.google.com/patent/KR101918319B1/en,https://patentimages.storage.googleapis.com/00/a9/a8/8afbff80d98739/112013085993855-pct00001.png
KR-102033259-B1,Escrow non-face-to-face cryptocurrency transactions apparatus using phone number and method thereof ,"???, ???","???, ???",29/06/2018,29/11/2018,17/10/2019,17/10/2019,https://patents.google.com/patent/KR102033259B1/en,https://patentimages.storage.googleapis.com/19/76/84/53caad1812d483/112018119454412-pat00001.png
KR-20200139223-A,Computer-implemented methods and systems for delivering access to digital assets ,??? ??? ????,"? ???, ??? ????",05/04/2018,26/03/2019,11/12/2020,,https://patents.google.com/patent/KR20200139223A/en,https://patentimages.storage.googleapis.com/f6/e2/d9/77dff05ae109da/pct00089.png
KR-20200107768-A,Asset management system using blockchain network ,???? ?? ?? ????,?? ?,04/03/2019,04/03/2019,16/09/2020,,https://patents.google.com/patent/KR20200107768A/en,https://patentimages.storage.googleapis.com/b1/02/c7/8dd7589fe7c6c1/pct00001.png
KR-102144532-B1,Method for operating connected personal health record service based on block chain ,???? ??????,"???, ??, ???, ???, ???",13/01/2020,13/01/2020,13/08/2020,13/08/2020,https://patents.google.com/patent/KR102144532B1/en,https://patentimages.storage.googleapis.com/05/23/a7/280506a27d4461/112020003643080-pat00001.png
KR-20220044700-A,Method and system for transacting real estate by issueing electronic currency ,???,???,04/06/2018,28/03/2022,11/04/2022,,https://patents.google.com/patent/KR20220044700A/en,https://patentimages.storage.googleapis.com/12/a3/c5/1e044049d165b1/pat00001.png
KR-20190103027-A,Method for assurung value stability of cryptocurrrency ,"???, ???","???, ???",27/02/2018,25/02/2019,04/09/2019,,https://patents.google.com/patent/KR20190103027A/en,https://patentimages.storage.googleapis.com/b8/c0/1c/4d46180d61200e/pat00001.png
KR-20200094827-A,Method and system for analyzing transaction of cryptocurrency ,(?)???????,"???, ???, ???",22/01/2019,22/01/2019,10/08/2020,,https://patents.google.com/patent/KR20200094827A/en,https://patentimages.storage.googleapis.com/15/8c/5b/ee9ddf2fe4953b/pat00016.png
KR-20200137818-A,Blockchain-based community operating methods and systems for shopping mall and therefore ,???? ???,"???, ???, ???",31/05/2019,31/05/2019,09/12/2020,,https://patents.google.com/patent/KR20200137818A/en,https://patentimages.storage.googleapis.com/27/91/e1/2f3d30dd3ef8b2/pat00001.png
KR-20210057149-A,"Smart contract-based data processing method, device and storage medium ",??? ?????(??) ??? ????,"?? ?, ?? ?",29/08/2019,13/07/2020,20/05/2021,,https://patents.google.com/patent/KR20210057149A/en,https://patentimages.storage.googleapis.com/a9/39/5b/c33fcb10484bfd/pct00002.png
KR-102412024-B1,Indexing and recovery of encoded blockchain data ,"???? (???) ????? ????? ??., ???.",??? ??,15/10/2019,15/10/2019,22/06/2022,22/06/2022,https://patents.google.com/patent/KR102412024B1/en,https://patentimages.storage.googleapis.com/b6/df/e4/d926c4273b6954/112020113166396-pct00001.png
KR-20210122913-A,Trustless stateless incentivized remote node network using minimal verification clients ,?? ????? ?? ????,"????? ???, ??? ??, ?? ???, ? ? ??? ????",16/04/2018,15/04/2019,12/10/2021,,https://patents.google.com/patent/KR20210122913A/en,https://patentimages.storage.googleapis.com/6d/ca/60/9eeacaf5b44b1f/pat00001.png
KR-20210015786-A,Trustless stateless incentivized remote node network using minimal verification client ,??.? ????,"????? ???, ??? ??, ?? ???, ? ? ??? ????",16/04/2018,15/04/2019,10/02/2021,,https://patents.google.com/patent/KR20210015786A/en,https://patentimages.storage.googleapis.com/c1/18/e6/231a55fa4d45ef/pct00001.png
KR-20200083934-A,Visual blockchain browser ,???? ?? ?? ????,?? ?,29/12/2018,29/12/2018,09/07/2020,,https://patents.google.com/patent/KR20200083934A/en,https://patentimages.storage.googleapis.com/ea/0e/14/e45eceeef15a39/pct00001.png
KR-20210133289-A,Data extraction from blockchain networks ,????? ???? ??? ?????,"?? ????, ???? ??, ?? ? ?, ???? ????",24/04/2019,19/03/2020,05/11/2021,,https://patents.google.com/patent/KR20210133289A/en,https://patentimages.storage.googleapis.com/dd/d2/97/d565c42a40a71b/pct00006.png
KR-20210035485-A,Managing method for platform based on blockchain network and apparatus therefor ,"???, ???","???, ???",24/09/2019,24/09/2019,01/04/2021,,https://patents.google.com/patent/KR20210035485A/en,https://patentimages.storage.googleapis.com/88/47/b3/c04c4a0a3f3cf7/pat00001.png
KR-20190062800-A,Apparatus of generating credit virtual currency and apparatus of managing credit virtual currency ,"???? ????, (?)???????, ???? ????","???, ???, ???, ???, ???, ???",29/11/2017,29/11/2017,07/06/2019,,https://patents.google.com/patent/KR20190062800A/en,https://patentimages.storage.googleapis.com/ac/33/c9/1aafbd39282630/pat00001.png
KR-102170892-B1,Blockchain-based phr platform server operating method and phr platform server operating system ,???? ????,"???, ???, ???",07/08/2018,07/08/2018,28/10/2020,28/10/2020,https://patents.google.com/patent/KR102170892B1/en,https://patentimages.storage.googleapis.com/8e/17/df/df04a9a51ae8a5/112018077782587-pat00001.png
KR-102144529-B1,Electronic financial transaction system using cryptocurrency ,???,???,17/09/2019,17/09/2019,14/08/2020,14/08/2020,https://patents.google.com/patent/KR102144529B1/en,https://patentimages.storage.googleapis.com/f9/a7/b6/edc157f45c0d82/112019094860922-pat00001.png
KR-102150158-B1,Evaluation methodology of cryptocurrency and the cryptocurrency index ,???????,"???, ???, ???",12/07/2018,12/07/2018,01/09/2020,01/09/2020,https://patents.google.com/patent/KR102150158B1/en,https://patentimages.storage.googleapis.com/41/b9/20/37e908fb83946e/112018068871261-pat00020.png
KR-102074074-B1,Secure cryptocurrency sending method using cryptocurrency transaction analysis and remote attestation ,???????,"???, ???",08/05/2018,06/07/2018,05/02/2020,05/02/2020,https://patents.google.com/patent/KR102074074B1/en,https://patentimages.storage.googleapis.com/58/76/22/c1fead9f6fbe70/112018066597196-pat00001.png
KR-20200092368-A,Expansion of secure key storage for transaction verification and cryptocurrency ,"?? ?? ??, ???????",?? ???,27/11/2017,27/11/2018,03/08/2020,,https://patents.google.com/patent/KR20200092368A/en,https://patentimages.storage.googleapis.com/78/62/4f/1a3494cb307f5c/pct00014.png
KR-20200054127-A,Ease of practical Byzantine failure tolerant blockchain consensus and node synchronization ,???? ?? ?? ????,?? ?,07/11/2018,07/11/2018,19/05/2020,,https://patents.google.com/patent/KR20200054127A/en,https://patentimages.storage.googleapis.com/51/eb/d7/8afe4054509cf9/pct00001.png
KR-20210005920-A,Cryptographic ASIC with autonomous onboard persistent storage ,???? ???? ??.,???? ?. ????? ? ????,25/04/2018,29/03/2019,15/01/2021,,https://patents.google.com/patent/KR20210005920A/en,https://patentimages.storage.googleapis.com/d3/07/fd/a3fa5fbbbfce78/pct00001.png
KR-20210046659-A,"Blockchain network-based data processing method and apparatus, electronic device, and storage medium ",??? ?????(??) ??? ????,??? ?,15/10/2019,09/10/2020,28/04/2021,,https://patents.google.com/patent/KR20210046659A/en,https://patentimages.storage.googleapis.com/a0/2c/01/629428552e8516/pct00001.png
KR-20220025243-A,Relational data management and organization using dlt ,??? ??? ??.,??? ??????,19/08/2019,19/08/2020,03/03/2022,,https://patents.google.com/patent/KR20220025243A/en,https://patentimages.storage.googleapis.com/05/4e/ef/6e8e031ad013d9/pat00218.png
KR-20210146890-A,Managing and organizing relational data using DLT ,??? ??? ??.,??? ??????,19/08/2019,19/08/2020,06/12/2021,,https://patents.google.com/patent/KR20210146890A/en,https://patentimages.storage.googleapis.com/39/b5/88/9208995336c7aa/pct00218.png
KR-20200002985-A,"Data sharing methods, clients, servers, computing devices, and storage media ",??? ?????(??) ??? ????,"?? ?, ??? ?, ???? ?, ??? ?, ? ?, ?? ?, ?? ?, ? ?",02/11/2017,27/09/2018,08/01/2020,,https://patents.google.com/patent/KR20200002985A/en,https://patentimages.storage.googleapis.com/c8/07/4d/50d91249422858/pct00001.png
KR-102332034-B1,Systems and methods for data protection ,"????? ? ?????? ??., ???.","?? ?, ?? ?, ??? ?",29/12/2018,29/12/2018,29/11/2021,29/11/2021,https://patents.google.com/patent/KR102332034B1/en,https://patentimages.storage.googleapis.com/50/1e/39/d7338f2bee8cb7/112019053099976-pct00003.png
