id,title,assignee,inventor,priority_date,filing_date,publication_date,grant_date,result_link,representative_figure_link
JP-2023520372-A,"Blockchain integration in enterprise environments, group authority and access management ",,,05/04/2019,23/03/2021,17/05/2023,,https://patents.google.com/patent/JP2023520372A/en,https://patentimages.storage.googleapis.com/bb/64/ef/5fdc290cc85853/2023520372000002.png
JP-2020531975-A,"A device that provides a set of cryptographically protected, filtered, and sorted transaction datasets for blockchain links. ",,,18/08/2017,09/07/2018,05/11/2020,,https://patents.google.com/patent/JP2020531975A/en,
JP-2022502738-A,"Data processing methods based on smart contracts, data processing equipment, node equipment, and computer programs ",,,29/08/2019,13/07/2020,11/01/2022,,https://patents.google.com/patent/JP2022502738A/en,https://patentimages.storage.googleapis.com/de/dd/41/3f30dc402f9e53/2022502738-4.png
JP-2020531976-A,"A device that provides a set of cryptographically protected, filtered, and sorted transaction datasets for blockchain links. ",,,18/08/2017,11/06/2018,05/11/2020,,https://patents.google.com/patent/JP2020531976A/en,
JP-2021513300-A,Trustless stateless incentive remote node network with minimal validation client ,,,16/04/2018,15/04/2019,20/05/2021,,https://patents.google.com/patent/JP2021513300A/en,https://patentimages.storage.googleapis.com/10/5f/d4/3b8786c3eb2444/2021513300-3.png
JP-6457165-B1,Inspection system and inspection method ,,,03/04/2017,03/04/2018,23/01/2019,23/01/2019,https://patents.google.com/patent/JP6457165B1/en,https://patentimages.storage.googleapis.com/a8/71/c2/92364820705b2a/0006457165-2.png
JP-2020528631-A,Smart contract-based credit network ,,,05/07/2017,05/07/2018,24/09/2020,,https://patents.google.com/patent/JP2020528631A/en,https://patentimages.storage.googleapis.com/1f/d7/21/412385868244bd/2020528631-4.png
JP-2020184322-A,Share of vehicle data between interested parties ,,,29/03/2019,27/03/2020,12/11/2020,,https://patents.google.com/patent/JP2020184322A/en,
JP-2022520656-A,Computer-implemented systems and methods for performing transfers over the blockchain network ,,,15/02/2019,30/01/2020,31/03/2022,,https://patents.google.com/patent/JP2022520656A/en,https://patentimages.storage.googleapis.com/be/aa/4e/f3a35d7dbf6b8e/2022520656000007.png
JP-6224283-B1,Escrow settlement method and system by smart contract ,,,24/02/2017,24/02/2017,01/11/2017,01/11/2017,https://patents.google.com/patent/JP6224283B1/en,
JP-2022023801-A,"Computer system and method for efficiently storing, issuing and trading tokenized block chain game asset managed by smart contract ",,,16/07/2020,07/07/2021,08/02/2022,,https://patents.google.com/patent/JP2022023801A/en,https://patentimages.storage.googleapis.com/7f/1f/9b/00e28261c471ea/2022023801000002.png
JP-2020010332-A,Federated blockchain identity model and personally identifiable secure information data transmission model for RCS ,,,02/07/2018,02/07/2019,16/01/2020,,https://patents.google.com/patent/JP2020010332A/en,
JP-2022518370-A,Cryptocurrency transaction analysis method and system ,,,22/01/2019,20/01/2020,15/03/2022,,https://patents.google.com/patent/JP2022518370A/en,https://patentimages.storage.googleapis.com/ff/fa/8d/06f27148928a89/2022518370000017.png
JP-2020527259-A,Read public data for blockchain networks using a highly available and reliable execution environment ,,,27/03/2019,27/03/2019,03/09/2020,,https://patents.google.com/patent/JP2020527259A/en,https://patentimages.storage.googleapis.com/23/a5/7c/11f355d076b31a/2020527259-3.png
JP-2022169795-A,Self-enforcing security token implementing smart-contract-based compliance rule referring to smart-contract-based global registry of investor ,,,10/08/2018,02/09/2022,09/11/2022,,https://patents.google.com/patent/JP2022169795A/en,https://patentimages.storage.googleapis.com/20/5b/9b/2fd997ce128d81/2022169795000003.png
JP-2019079551-A,Method and system for processing blockchain-based transactions on existing payment networks ,,,21/05/2015,26/12/2018,23/05/2019,,https://patents.google.com/patent/JP2019079551A/en,https://patentimages.storage.googleapis.com/ad/fc/bf/0f75d647b6c7ea/2019079551-3.png
JP-2021508877-A,High-performance distributed recording system ,,,26/12/2017,24/12/2018,11/03/2021,,https://patents.google.com/patent/JP2021508877A/en,
JP-2020511807-A,Achieving consensus among network nodes in distributed systems ,,,13/12/2018,13/12/2018,16/04/2020,,https://patents.google.com/patent/JP2020511807A/en,https://patentimages.storage.googleapis.com/dd/90/82/7d435d40d44db0/2020511807-3.png
JP-2020502865-A,Managing blockchain sensitive transactions ,,,07/11/2018,07/11/2018,23/01/2020,,https://patents.google.com/patent/JP2020502865A/en,
JP-2021511561-A,Asset management methods and equipment as well as electronic devices ,,,14/02/2018,14/02/2019,06/05/2021,,https://patents.google.com/patent/JP2021511561A/en,https://patentimages.storage.googleapis.com/f8/08/f7/cd097691666059/2021511561-3.png
JP-2021512569-A,"Blockchain data processing method, management side, client side, converter and medium ",,,14/03/2018,01/02/2019,13/05/2021,,https://patents.google.com/patent/JP2021512569A/en,https://patentimages.storage.googleapis.com/2a/65/df/866ab8581eeade/2021512569-3.png
JP-2021508876-A,Simultaneous transaction processing in a high-performance distributed recording system ,,,26/12/2017,26/12/2018,11/03/2021,,https://patents.google.com/patent/JP2021508876A/en,
JP-2020519210-A,Systems and methods for implementing centralized privacy controls in decentralized systems ,,,28/04/2017,27/04/2018,25/06/2020,,https://patents.google.com/patent/JP2020519210A/en,https://patentimages.storage.googleapis.com/8c/99/d3/48d1ed6ca2210d/2020519210-9.png
JP-2021527279-A,Self-executive securities tokens that implement smart contract-based compliance rules that refer to the global registry of smart contract-based investors ,,,10/08/2018,09/08/2019,11/10/2021,,https://patents.google.com/patent/JP2021527279A/en,https://patentimages.storage.googleapis.com/79/f6/0f/91d71f1d0ef4d0/2021527279-4.png
JP-2020515087-A,Restoring encrypted transaction information within blockchain sensitive transactions ,,,07/11/2018,07/11/2018,21/05/2020,,https://patents.google.com/patent/JP2020515087A/en,
JP-2020513176-A,System and method for distributing data records using blockchain ,,,11/04/2017,10/04/2018,30/04/2020,,https://patents.google.com/patent/JP2020513176A/en,https://patentimages.storage.googleapis.com/5d/fc/90/fc36e2a40c0c21/2020513176-3.png
JP-2021504859-A,Digital asset-backed wallet that will be gradually completed ,,,22/11/2017,22/11/2018,15/02/2021,,https://patents.google.com/patent/JP2021504859A/en,
JP-2020507840-A,Service processing method and apparatus ,,,26/01/2017,19/01/2018,12/03/2020,,https://patents.google.com/patent/JP2020507840A/en,
JP-2020517033-A,"A method of settling costs for blockchain-based Internet of things, a server using the same, a service providing terminal, and a user electronic wallet AND USER ELECTRONIC WALLET USING SAME} ",,,10/05/2017,10/05/2018,11/06/2020,,https://patents.google.com/patent/JP2020517033A/en,
JP-2021502747-A,Distributed computing systems and methods ,,,09/11/2017,01/11/2018,28/01/2021,,https://patents.google.com/patent/JP2021502747A/en,https://patentimages.storage.googleapis.com/48/d9/95/9fabea72554215/2021502747-82.png
JP-2021502746-A,A system to protect the verification key from modification and to verify the validity of the legitimacy proof ,,,09/11/2017,29/10/2018,28/01/2021,,https://patents.google.com/patent/JP2021502746A/en,https://patentimages.storage.googleapis.com/11/4a/6f/6809b3bb0aa4b8/2021502746-39.png
JP-2020507866-A,Data processing method and device ,,,17/02/2017,07/02/2018,12/03/2020,,https://patents.google.com/patent/JP2020507866A/en,
JP-2021517412-A,"Digital certificate verification methods and their devices, computer equipment and computer programs ",,,24/07/2018,21/06/2019,15/07/2021,,https://patents.google.com/patent/JP2021517412A/en,https://patentimages.storage.googleapis.com/0c/c0/5d/619b504501b81e/2021517412-3.png
JP-2020504954-A,"Method and system for providing a validated, auditable and immutable input to a smart contract ",,,28/12/2016,26/10/2017,13/02/2020,,https://patents.google.com/patent/JP2020504954A/en,
JP-2023027185-A,Method and system for blockchain implementation script-based byte interpretation ,,,15/08/2017,07/12/2022,01/03/2023,,https://patents.google.com/patent/JP2023027185A/en,https://patentimages.storage.googleapis.com/30/46/d7/02603f74cedf77/2023027185000016.png
JP-2020516105-A,Execution of recovery processing for network nodes in distributed systems ,,,13/12/2018,13/12/2018,28/05/2020,,https://patents.google.com/patent/JP2020516105A/en,https://patentimages.storage.googleapis.com/b0/5f/74/cd25b188afeeab/2020516105-3.png
JP-2019523494-A,Method and system realized by blockchain ,,,29/07/2016,21/07/2017,22/08/2019,,https://patents.google.com/patent/JP2019523494A/en,https://patentimages.storage.googleapis.com/ea/75/7f/a3ac99e925cdd5/2019523494-8.png
JP-2019523493-A,Method and system realized by blockchain ,,,29/07/2016,21/07/2017,22/08/2019,,https://patents.google.com/patent/JP2019523493A/en,https://patentimages.storage.googleapis.com/65/67/5f/2a70d93005f4fc/2019523493-8.png
JP-2021515293-A,"Computer implementation of service management for blockchain network infrastructure, systems, computer programs, and blockchain networks ",,,26/02/2018,31/01/2019,17/06/2021,,https://patents.google.com/patent/JP2021515293A/en,https://patentimages.storage.googleapis.com/2c/2f/55/9d1c9735771262/2021515293-6.png
JP-2019515534-A,Method and system for controlling contract execution using distributed hash tables and peer-to-peer distributed ledgers ,,,29/04/2016,28/04/2017,06/06/2019,,https://patents.google.com/patent/JP2019515534A/en,https://patentimages.storage.googleapis.com/dc/72/60/bdd63e3a549fe9/2019515534-7.png
JP-2017187777-A,Smartphone fraud-proof authorization and authentication for secure interactions ,,,06/04/2016,06/04/2017,12/10/2017,,https://patents.google.com/patent/JP2017187777A/en,https://patentimages.storage.googleapis.com/e0/35/7b/f70e6c80b216fa/2017187777-3.png
JP-2019514099-A,Method and system for recording multiple transactions in blockchain ,,,24/03/2016,24/03/2017,30/05/2019,,https://patents.google.com/patent/JP2019514099A/en,https://patentimages.storage.googleapis.com/bb/80/bc/3b1405352e9cd6/2019514099-4.png
JP-2021524956-A,Blockchain probabilistic timer transaction synchronization ,,,23/05/2018,13/05/2019,16/09/2021,,https://patents.google.com/patent/JP2021524956A/en,https://patentimages.storage.googleapis.com/ca/c0/5b/2df8363b3ae38a/2021524956-3.png
JP-2022511084-A,Systems and methods for augmenting database applications with blockchain technology ,,,04/12/2018,28/11/2019,28/01/2022,,https://patents.google.com/patent/JP2022511084A/en,https://patentimages.storage.googleapis.com/5d/b2/34/4e3b99bf34c341/2022511084000007.png
JP-2019507510-A,Common secret determination for secure exchange of information and hierarchical and deterministic encryption keys ,,,23/02/2016,16/02/2017,14/03/2019,,https://patents.google.com/patent/JP2019507510A/en,https://patentimages.storage.googleapis.com/b5/30/2f/fd6b8a88bfddd1/2019507510-3.png
JP-2019506074-A,Method and system for efficient transfer of entities in a peer-to-peer distributed ledger using blockchain ,,,23/02/2016,16/02/2017,28/02/2019,,https://patents.google.com/patent/JP2019506074A/en,https://patentimages.storage.googleapis.com/de/69/20/55ceee7670382e/2019506074-6.png
JP-2019506075-A,Exchange using blockchain-based tokenization ,,,23/02/2016,14/02/2017,28/02/2019,,https://patents.google.com/patent/JP2019506075A/en,https://patentimages.storage.googleapis.com/07/20/8f/c20235ce2cbf80/2019506075-6.png
JP-2019508951-A,Blockchain based universal tokenization system ,,,23/02/2016,14/02/2017,28/03/2019,,https://patents.google.com/patent/JP2019508951A/en,https://patentimages.storage.googleapis.com/92/32/c3/f4b23ba392d28d/2019508951-12.png
JP-2019511035-A,Method and system for efficient transfer of cryptocurrency associated with payroll payments on blockchain resulting in an automatic payroll method and system based on smart contract ,,,23/02/2016,16/02/2017,18/04/2019,,https://patents.google.com/patent/JP2019511035A/en,https://patentimages.storage.googleapis.com/63/81/55/6ac1cf1683bf74/2019511035-3.png
JP-2019506103-A,How to manage trusted identities ,,,22/12/2015,20/12/2016,28/02/2019,,https://patents.google.com/patent/JP2019506103A/en,https://patentimages.storage.googleapis.com/44/9e/be/fd82b23dfdd6cd/2019506103-3.png
JP-2019505150-A,Method and system for modified blockchain using digital signature ,,,21/12/2015,14/12/2016,21/02/2019,,https://patents.google.com/patent/JP2019505150A/en,https://patentimages.storage.googleapis.com/7b/1d/cd/73efc7e2639023/2019505150-3.png
JP-2019200580-A,"Decentralized ledger system, decentralized ledger subsystem, and decentralized ledger node ",,,16/05/2018,16/05/2018,21/11/2019,,https://patents.google.com/patent/JP2019200580A/en,https://patentimages.storage.googleapis.com/5b/bf/51/f21ba036a6e960/2019200580-3.png
JP-2022542134-A,Storage method of vehicle maintenance data based on consortium chain ,,,07/04/2020,25/01/2021,29/09/2022,,https://patents.google.com/patent/JP2022542134A/en,https://patentimages.storage.googleapis.com/f8/ba/57/614bbeb3f3b298/2022542134000008.png
JP-2020509680-A,How to sign new blocks in a decentralized blockchain consensus network ,,,24/02/2017,24/02/2017,26/03/2020,,https://patents.google.com/patent/JP2020509680A/en,
JP-2019074910-A,"Access authority management method, access authority management system, and access authority management device ",,,16/10/2017,16/10/2017,16/05/2019,,https://patents.google.com/patent/JP2019074910A/en,
JP-2020502619-A,Executing multi-party transactions using smart contracts ,,,27/11/2018,27/11/2018,23/01/2020,,https://patents.google.com/patent/JP2020502619A/en,https://patentimages.storage.googleapis.com/5d/88/75/d51b429a5339a4/2020502619-3.png
JP-2018525729-A,"Computationally efficient transfer processing, auditing and searching apparatus, method and system ",,,14/07/2015,13/07/2016,06/09/2018,,https://patents.google.com/patent/JP2018525729A/en,https://patentimages.storage.googleapis.com/23/78/83/465bf29a33f7d6/2018525729-57.png
JP-2021501411-A,Blockchain gaming system ,,,25/10/2017,27/09/2018,14/01/2021,,https://patents.google.com/patent/JP2021501411A/en,https://patentimages.storage.googleapis.com/81/54/09/043d113c750a5e/2021501411-3.png
JP-2018521437-A,"System and method for buying, selling, settling and clearing securities transactions using blockchain technology ",,,09/07/2015,06/07/2016,02/08/2018,,https://patents.google.com/patent/JP2018521437A/en,https://patentimages.storage.googleapis.com/90/6f/a9/fcd66dac10b9f4/2018521437-3.png
JP-2020517165-A,Anonymity and traceability of digital property transactions on distributed transaction agreement networks ,,,18/04/2017,22/01/2018,11/06/2020,,https://patents.google.com/patent/JP2020517165A/en,https://patentimages.storage.googleapis.com/5d/6d/14/e5ae3ae87b779f/2020517165-4.png
JP-WO2019004118-A1,Content contract in block chain and content management system and content using the same ,,,28/06/2017,25/06/2018,27/06/2019,,https://patents.google.com/patent/JPWO2019004118A1/en,https://patentimages.storage.googleapis.com/87/53/87/a0fed53c571a44/2019004118-3.png
JP-2019004463-A,"Method, apparatus and non-transitory computer readable storage medium for transaction execution and validation in blockchain (transaction execution and validation in blockchain) ",,,14/06/2017,07/06/2018,10/01/2019,,https://patents.google.com/patent/JP2019004463A/en,https://patentimages.storage.googleapis.com/cf/6e/99/2eab9ff72280c3/2019004463-3.png
JP-2021509983-A,Asset management methods and equipment as well as electronic devices ,,,14/02/2018,14/02/2019,08/04/2021,,https://patents.google.com/patent/JP2021509983A/en,https://patentimages.storage.googleapis.com/db/40/5e/4db537aec5593c/2021509983-3.png
JP-2018515048-A,System and method for decentralized title recording and authentication ,,,06/04/2015,06/04/2016,07/06/2018,,https://patents.google.com/patent/JP2018515048A/en,https://patentimages.storage.googleapis.com/9b/3a/3a/63099a61dd783a/2018515048-4.png
JP-6743321-B1,Blockchain system and data trading system using blockchain system ,,,22/10/2018,22/10/2019,19/08/2020,19/08/2020,https://patents.google.com/patent/JP6743321B1/en,https://patentimages.storage.googleapis.com/4d/78/f9/d4cf69f89fe03b/0006743321-2.png
JP-2022510790-A,Zero-knowledge proof payment using blockchain ,,,12/12/2018,11/12/2019,28/01/2022,,https://patents.google.com/patent/JP2022510790A/en,https://patentimages.storage.googleapis.com/a8/b3/8d/1cc450935b62d2/2022510790000002.png
JP-2021516822-A,"Selection method of representative node equipment, equipment, computer equipment and computer programs ",,,07/09/2018,03/09/2019,08/07/2021,,https://patents.google.com/patent/JP2021516822A/en,https://patentimages.storage.googleapis.com/e7/e4/6d/68ca7f3f3b3b4c/2021516822-3.png
JP-2022106997-A,Blockchain-implemented system and method ,,,29/07/2016,13/05/2022,20/07/2022,,https://patents.google.com/patent/JP2022106997A/en,https://patentimages.storage.googleapis.com/11/28/32/b0e5dece22189c/2022106997000008.png
JP-WO2018124297-A1,"Data utilization method, system and program using BCN (block chain network) ",,,28/12/2016,28/12/2017,14/11/2019,,https://patents.google.com/patent/JPWO2018124297A1/en,
JP-2021521544-A,Transaction processing ,,,19/04/2018,18/04/2019,26/08/2021,,https://patents.google.com/patent/JP2021521544A/en,https://patentimages.storage.googleapis.com/67/95/97/290ac0f83c8293/2021521544-6.png
JP-2021521545-A,Blockchain transaction processing ,,,19/04/2018,18/04/2019,26/08/2021,,https://patents.google.com/patent/JP2021521545A/en,https://patentimages.storage.googleapis.com/9f/68/af/9c948a63bd44dd/2021521545-6.png
JP-2021519541-A,Computer Implementation Methods and Systems for Transferring Access to Digital Assets ,,,05/04/2018,26/03/2019,10/08/2021,,https://patents.google.com/patent/JP2021519541A/en,https://patentimages.storage.googleapis.com/ed/a9/3e/1f2711c35aee44/2021519541-25.png
JP-2020521196-A,Real estate property management system using blockchain network ,,,04/03/2019,04/03/2019,16/07/2020,,https://patents.google.com/patent/JP2020521196A/en,https://patentimages.storage.googleapis.com/e1/ce/f2/f1adb75de2e9a7/2020521196-3.png
JP-2020505657-A,Credit virtual money generation device and credit virtual money management device ,,,29/11/2017,20/12/2017,20/02/2020,,https://patents.google.com/patent/JP2020505657A/en,https://patentimages.storage.googleapis.com/59/71/66/ff9e7f5324f4ce/2020505657-3.png
JP-2021520589-A,Blockchain-based overall survival quality tracking methods and systems for prefabricated components ,,,27/04/2018,16/04/2019,19/08/2021,,https://patents.google.com/patent/JP2021520589A/en,https://patentimages.storage.googleapis.com/1d/61/9c/d7932d701ea5e7/2021520589-5.png
JP-2020517126-A,Visual blockchain browser ,,,29/12/2018,29/12/2018,11/06/2020,,https://patents.google.com/patent/JP2020517126A/en,
JP-2022529967-A,Extracting data from the blockchain network ,,,24/04/2019,19/03/2020,27/06/2022,,https://patents.google.com/patent/JP2022529967A/en,https://patentimages.storage.googleapis.com/8d/e0/25/564d6f728745a0/2022529967000004.png
JP-2021518028-A,"Decentralized marketplaces and ecosystems enabled by blockchain-based document distribution, collaboration, and distribution ",,,10/12/2018,10/12/2019,29/07/2021,,https://patents.google.com/patent/JP2021518028A/en,https://patentimages.storage.googleapis.com/bc/41/8a/93cfd7daf5fe8d/2021518028-3.png
JP-2021504860-A,Extension of secure key storage for transaction verification and cryptocurrencies ,,,27/11/2017,27/11/2018,15/02/2021,,https://patents.google.com/patent/JP2021504860A/en,https://patentimages.storage.googleapis.com/ca/ed/06/1c02f06dc0f7b1/2021504860-3.png
JP-2020504351-A,Promoting Consensus and Node Synchronization of Practical Byzantine Fault Tolerance Blockchains ,,,07/11/2018,07/11/2018,06/02/2020,,https://patents.google.com/patent/JP2020504351A/en,
JP-2020513170-A,Changing the primary node in a distributed system ,,,13/12/2018,13/12/2018,30/04/2020,,https://patents.google.com/patent/JP2020513170A/en,https://patentimages.storage.googleapis.com/4a/24/59/3a16b820f2d8f7/2020513170-3.png
JP-2022508011-A,"Data processing methods, devices, electronic devices and computer programs based on blockchain networks ",,,15/10/2019,09/10/2020,19/01/2022,,https://patents.google.com/patent/JP2022508011A/en,https://patentimages.storage.googleapis.com/99/07/6a/cd8e361215d6c0/2022508011000002.png
JP-2019073394-A,Decentralized ledger technology for transportation system ,,,11/09/2017,07/09/2018,16/05/2019,,https://patents.google.com/patent/JP2019073394A/en,
JP-2022521915-A,Manage and organize relational data using Distributed Ledger Technology (DLT) ,,,19/08/2019,19/08/2020,13/04/2022,,https://patents.google.com/patent/JP2022521915A/en,https://patentimages.storage.googleapis.com/a6/0a/3e/d49771543a4119/2022521915000083.png
JP-2021502023-A,"Data sharing methods, clients, servers, computing devices, and storage media ",,,02/11/2017,27/09/2018,21/01/2021,,https://patents.google.com/patent/JP2021502023A/en,
JP-2020512715-A,"Method, apparatus and electronic device for communication between blockchain nodes, and method, apparatus and electronic device for certificate management based on blockchain ",,,26/07/2017,26/07/2018,23/04/2020,,https://patents.google.com/patent/JP2020512715A/en,https://patentimages.storage.googleapis.com/aa/b8/fe/7c8636e9b99bc9/2020512715-3.png
JP-2020512611-A,Data processing method and device based on block chain ,,,14/07/2017,13/07/2018,23/04/2020,,https://patents.google.com/patent/JP2020512611A/en,https://patentimages.storage.googleapis.com/99/b9/81/385cf1b88ea6c5/2020512611-9.png
JP-2021522631-A,Distributed document and entity validation engine ,,,20/04/2018,19/04/2019,30/08/2021,,https://patents.google.com/patent/JP2021522631A/en,https://patentimages.storage.googleapis.com/86/6f/4c/dfeb5e30568634/2021522631-3.png
JP-2020526050-A,"Key data processing method and apparatus, and server ",,,28/08/2017,28/08/2018,27/08/2020,,https://patents.google.com/patent/JP2020526050A/en,https://patentimages.storage.googleapis.com/39/c2/62/5f3a4870861b0d/2020526050-4.png
JP-2020515976-A,"Method, apparatus and system for blockchain consensus ",,,29/03/2017,26/03/2018,28/05/2020,,https://patents.google.com/patent/JP2020515976A/en,
JP-2019537798-A,"Electronic bill management method and apparatus, and storage medium ",,,10/03/2017,06/03/2018,26/12/2019,,https://patents.google.com/patent/JP2019537798A/en,https://patentimages.storage.googleapis.com/dd/86/67/87460a2d8d32af/2019537798-3.png
JP-2021504808-A,"How to determine the main chain of the blockchain, devices, equipment and storage media ",,,02/05/2018,18/01/2019,15/02/2021,,https://patents.google.com/patent/JP2021504808A/en,https://patentimages.storage.googleapis.com/8a/78/64/496cbb49a61ad7/2021504808-3.png
JP-2020524421-A,Distributed Key Management for Trusted Execution Environment ,,,26/04/2019,26/04/2019,13/08/2020,,https://patents.google.com/patent/JP2020524421A/en,https://patentimages.storage.googleapis.com/f2/fe/96/e4e269c6b9208b/2020524421-3.png
JP-2020523579-A,System and method for dynamically authenticating map data using blockchain ,,,12/06/2017,12/06/2018,06/08/2020,,https://patents.google.com/patent/JP2020523579A/en,https://patentimages.storage.googleapis.com/b4/60/48/9f6ad043fd7651/2020523579-3.png
JP-2021502017-A,Computer-implemented systems and methods for combining blockchain technology with digital twins ,,,02/11/2017,23/10/2018,21/01/2021,,https://patents.google.com/patent/JP2021502017A/en,https://patentimages.storage.googleapis.com/bb/9a/26/7075fb8417b396/2021502017-3.png
JP-2021502018-A,Computer-implemented systems and methods for linking blockchain to digital twins ,,,02/11/2017,23/10/2018,21/01/2021,,https://patents.google.com/patent/JP2021502018A/en,https://patentimages.storage.googleapis.com/6f/c3/9e/2e889ce5ae7e9d/2021502018-7.png
JP-2021501935-A,Computer-implemented systems and methods for linking blockchain to a set of digital twins ,,,02/11/2017,23/10/2018,21/01/2021,,https://patents.google.com/patent/JP2021501935A/en,https://patentimages.storage.googleapis.com/86/06/5e/b2c51345fb57ad/2021501935-3.png
JP-2021512380-A,"Asset management methods and equipment, as well as electronic devices ",,,14/02/2018,14/02/2019,13/05/2021,,https://patents.google.com/patent/JP2021512380A/en,https://patentimages.storage.googleapis.com/79/8c/38/793df08fe8e84b/2021512380-3.png
JP-2020512610-A,Blockchain service acceptance and consensus method and device ,,,22/05/2017,21/05/2018,23/04/2020,,https://patents.google.com/patent/JP2020512610A/en,https://patentimages.storage.googleapis.com/28/7e/15/6d9ea5710d8a19/2020512610-4.png
JP-2020516114-A,"Computer-implemented methods, systems, computer program products, and computer programs (blockchain ledgers for spectrum signatures of raw materials for managing supply chain integrity) ",,,23/03/2017,22/03/2018,28/05/2020,,https://patents.google.com/patent/JP2020516114A/en,
JP-2020511019-A,Method and apparatus for key establishment and data transmission ,,,24/02/2017,23/02/2018,09/04/2020,,https://patents.google.com/patent/JP2020511019A/en,
JP-2019532419-A,System and method for using a distributed ledger for data processing ,,,21/09/2016,21/09/2017,07/11/2019,,https://patents.google.com/patent/JP2019532419A/en,https://patentimages.storage.googleapis.com/59/f0/45/476189c98bdfad/2019532419-3.png
JP-2019534525-A,Sample tracking system and method via sample tracking chain ,,,20/09/2016,19/09/2017,28/11/2019,,https://patents.google.com/patent/JP2019534525A/en,
JP-2019531544-A,Reliable vehicle telematics using blockchain data analysis ,,,27/09/2016,24/08/2017,31/10/2019,,https://patents.google.com/patent/JP2019531544A/en,https://patentimages.storage.googleapis.com/97/a2/6f/9fcaae46ff31a6/2019531544-3.png
JP-2019532603-A,Digital rights management based on blockchain ,,,20/10/2016,15/08/2017,07/11/2019,,https://patents.google.com/patent/JP2019532603A/en,https://patentimages.storage.googleapis.com/6f/2a/3d/92e53db44299b3/2019532603-3.png
JP-2020517200-A,Block chain-based document management method using UTXO-based protocol and document management server using this method ,,,17/04/2017,17/04/2018,11/06/2020,,https://patents.google.com/patent/JP2020517200A/en,
JP-2019532550-A,"Method and apparatus for data storage, data check, and data connection ",,,19/08/2016,08/08/2017,07/11/2019,,https://patents.google.com/patent/JP2019532550A/en,
JP-2020522778-A,System and method for terminating view modification protocol ,,,18/03/2019,18/03/2019,30/07/2020,,https://patents.google.com/patent/JP2020522778A/en,
JP-2021517686-A,Systems and methods for supply chain management and consistency verification via blockchain ,,,14/03/2018,14/03/2019,26/07/2021,,https://patents.google.com/patent/JP2021517686A/en,https://patentimages.storage.googleapis.com/4b/d4/f0/9c86c281134b18/2021517686-5.png
JP-2021500811-A,"Post-processing methods, devices, equipment and media based on copyright registration information ",,,25/06/2018,28/01/2019,07/01/2021,,https://patents.google.com/patent/JP2021500811A/en,https://patentimages.storage.googleapis.com/0d/7c/e1/5f6086295f580d/2021500811-3.png
JP-2019514087-A,Method and system for verifying ownership of digital assets using distributed hash tables and peer-to-peer distributed ledgers ,,,13/05/2016,12/05/2017,30/05/2019,,https://patents.google.com/patent/JP2019514087A/en,https://patentimages.storage.googleapis.com/19/42/d5/c0afe3b79950fd/2019514087-13.png
JP-2019511761-A,Method and system for verifying the integrity of digital assets using distributed hash tables and peer-to-peer distributed ledgers ,,,13/05/2016,12/05/2017,25/04/2019,,https://patents.google.com/patent/JP2019511761A/en,https://patentimages.storage.googleapis.com/da/c7/25/30860cf03e31cc/2019511761-13.png
JP-2019511759-A,Method and system for verifying ownership of digital assets using distributed hash tables and peer-to-peer distributed ledgers ,,,13/05/2016,12/05/2017,25/04/2019,,https://patents.google.com/patent/JP2019511759A/en,https://patentimages.storage.googleapis.com/23/ae/5a/f22189afea5935/2019511759-13.png
JP-2019515373-A,Operating system for blockchain IoT devices ,,,29/04/2016,28/04/2017,06/06/2019,,https://patents.google.com/patent/JP2019515373A/en,https://patentimages.storage.googleapis.com/6f/7d/1d/386dd92f527e24/2019515373-5.png
JP-2022510245-A,Centralized and decentralized personalized medicine platform ,,,29/11/2018,27/11/2019,26/01/2022,,https://patents.google.com/patent/JP2022510245A/en,https://patentimages.storage.googleapis.com/c7/18/ba/17c40a2f3d4dfb/2022510245000002.png
JP-2019522255-A,Digital asset modeling ,,,29/04/2016,28/04/2017,08/08/2019,,https://patents.google.com/patent/JP2019522255A/en,
JP-2023024683-A,Method generating threshold vault and implemented by computer ,,,15/08/2017,23/12/2022,16/02/2023,,https://patents.google.com/patent/JP2023024683A/en,https://patentimages.storage.googleapis.com/4f/87/df/9bf22cc04953e5/2023024683000037.png
JP-2019517175-A,Implementation of logic gate function using block chain ,,,29/04/2016,28/04/2017,20/06/2019,,https://patents.google.com/patent/JP2019517175A/en,https://patentimages.storage.googleapis.com/9a/f8/75/1d61a7d4601011/2019517175-8.png
JP-2019511854-A,Method and system for securing computer software using distributed hash tables and block chains ,,,23/02/2016,14/02/2017,25/04/2019,,https://patents.google.com/patent/JP2019511854A/en,https://patentimages.storage.googleapis.com/0c/55/ca/d623d05b137a72/2019511854-6.png
JP-2019513312-A,Tokenizing method and system for implementing exchange on blockchain ,,,23/02/2016,14/02/2017,23/05/2019,,https://patents.google.com/patent/JP2019513312A/en,https://patentimages.storage.googleapis.com/2c/c1/54/1208b0f94ad8aa/2019513312-6.png
JP-2020505799-A,System and method for replay attack detection ,,,29/12/2018,29/12/2018,20/02/2020,,https://patents.google.com/patent/JP2020505799A/en,https://patentimages.storage.googleapis.com/95/57/31/168020066a5b69/2020505799-3.png
