id,title,assignee,inventor,priority_date,filing_date,publication_date,grant_date,result_link,representative_figure_link
CN-113010561-B,Data acquisition method and device based on super account book and computer system ,,,31/03/2021,31/03/2021,06/09/2022,06/09/2022,https://patents.google.com/patent/CN113010561B/en,https://patentimages.storage.googleapis.com/08/57/62/770ba57c5e337c/HDA0003001242400000011.png
CN-112055077-A,"Block link access method, device and storage medium ",,,02/09/2020,02/09/2020,08/12/2020,,https://patents.google.com/patent/CN112055077A/en,https://patentimages.storage.googleapis.com/2d/94/ca/cca3d43dfd2c76/HDA0002663160360000011.png
CN-112055077-B,"Block link access method, device and storage medium ",,,02/09/2020,02/09/2020,18/04/2023,18/04/2023,https://patents.google.com/patent/CN112055077B/en,https://patentimages.storage.googleapis.com/f9/4b/e5/9b4233f7aa49f0/HDA0002663160360000011.png
CN-112769871-A,Cross-chain access control method and device ,,,30/03/2021,30/03/2021,07/05/2021,,https://patents.google.com/patent/CN112769871A/en,https://patentimages.storage.googleapis.com/44/04/b6/ae085abfd9174e/210319135010.png
CN-112804359-A,Method and apparatus for providing cross-chain messages ,,,30/03/2021,30/03/2021,14/05/2021,,https://patents.google.com/patent/CN112804359A/en,https://patentimages.storage.googleapis.com/05/5b/1c/f8815a1074efb6/210318133046.png
CN-112769871-B,Cross-chain access control method and device ,,,30/03/2021,30/03/2021,19/11/2021,19/11/2021,https://patents.google.com/patent/CN112769871B/en,https://patentimages.storage.googleapis.com/4c/9b/18/a44dcd033494cc/210319135010.png
CN-112804359-B,Method and apparatus for providing cross-chain messages ,,,30/03/2021,30/03/2021,06/07/2021,06/07/2021,https://patents.google.com/patent/CN112804359B/en,https://patentimages.storage.googleapis.com/63/6f/2b/c1bd7b68a12456/210318133046.png
CN-113676546-A,Method and device for transferring data in cross-link mode based on relay equipment network ,,,30/03/2021,30/03/2021,19/11/2021,,https://patents.google.com/patent/CN113676546A/en,https://patentimages.storage.googleapis.com/9f/7b/77/c4344bbfdc73dd/HDA0003234608330000011.png
CN-114244629-A,Cross-chain access control method and device ,,,30/03/2021,30/03/2021,25/03/2022,,https://patents.google.com/patent/CN114244629A/en,https://patentimages.storage.googleapis.com/d9/a9/06/af9faa7c0473f6/HDA0003463326760000011.png
CN-114424223-A,Divisible token ,,,24/09/2019,01/09/2020,29/04/2022,,https://patents.google.com/patent/CN114424223A/en,https://patentimages.storage.googleapis.com/9d/1f/f2/79da64e36c2583/HDA0003559475630000011.png
CN-112035144-B,"Upgrading method and device of block chain system, computer equipment and storage medium ",,,01/09/2020,01/09/2020,26/05/2023,26/05/2023,https://patents.google.com/patent/CN112035144B/en,https://patentimages.storage.googleapis.com/37/93/b8/f1ed13b1ba720c/HDA0002661512690000011.png
CN-114503101-A,Block chain data searching method ,,,07/10/2019,26/08/2020,13/05/2022,,https://patents.google.com/patent/CN114503101A/en,https://patentimages.storage.googleapis.com/f5/98/10/52825b2b227097/HDA0003579870980000011.png
CN-109064124-B,Method and device for verifying and storing work history based on block chain ,,,17/07/2018,17/07/2018,28/02/2023,28/02/2023,https://patents.google.com/patent/CN109064124B/en,https://patentimages.storage.googleapis.com/8a/7b/5b/883678e1f2390b/HDA0001733605990000011.png
CN-111815454-A,"Data uplink method and device, electronic equipment and storage medium ",,,21/08/2020,21/08/2020,23/10/2020,,https://patents.google.com/patent/CN111815454A/en,https://patentimages.storage.googleapis.com/f7/5f/b8/22e96e27d49155/200820163715.png
CN-111815454-B,"Data uplink method and device, electronic equipment and storage medium ",,,21/08/2020,21/08/2020,11/12/2020,11/12/2020,https://patents.google.com/patent/CN111815454B/en,https://patentimages.storage.googleapis.com/ee/9b/01/da9da7eb764656/200820163715.png
CN-112819617-A,"Data uplink method and device, electronic equipment and storage medium ",,,21/08/2020,21/08/2020,18/05/2021,,https://patents.google.com/patent/CN112819617A/en,https://patentimages.storage.googleapis.com/c8/52/11/d52d015b668ac4/HDA0002894343000000011.png
CN-112819617-B,"Data uplink method and device, electronic equipment and storage medium ",,,21/08/2020,21/08/2020,07/06/2022,07/06/2022,https://patents.google.com/patent/CN112819617B/en,https://patentimages.storage.googleapis.com/81/50/89/8821bc7cea9364/HDA0002894343000000011.png
CN-110084597-A,A kind of account safety system and its operation method of novel decentralization hosted platform ,,,22/04/2019,22/04/2019,02/08/2019,,https://patents.google.com/patent/CN110084597A/en,
CN-114077948-A,Transaction supervision method and device on blockchain and electronic equipment ,,,14/08/2020,14/08/2020,22/02/2022,,https://patents.google.com/patent/CN114077948A/en,https://patentimages.storage.googleapis.com/c9/6a/70/f94bb91b3da5ac/HDA0002634125510000011.png
CN-110011785-B,Method and device for storing certificate of structured work based on block chain ,,,28/12/2018,28/12/2018,18/05/2021,18/05/2021,https://patents.google.com/patent/CN110011785B/en,https://patentimages.storage.googleapis.com/d7/a5/9e/d538217f11629a/HDA0001927278810000011.png
CN-112100142-A,Block chain-based digital asset processing method and system ,,,13/08/2020,13/08/2020,18/12/2020,,https://patents.google.com/patent/CN112100142A/en,https://patentimages.storage.googleapis.com/e8/52/7c/3a814dfd64c809/HDA0002632375080000011.png
CN-109754248-B,Innovative coupon management system based on block chain ,,,27/12/2018,27/12/2018,21/06/2022,21/06/2022,https://patents.google.com/patent/CN109754248B/en,https://patentimages.storage.googleapis.com/a3/0e/df/3e48a727b5cc54/HDA0001924170350000011.png
CN-113169980-A,Transaction account data maintenance using blockchains ,,,14/12/2018,12/12/2019,23/07/2021,,https://patents.google.com/patent/CN113169980A/en,https://patentimages.storage.googleapis.com/b6/0a/0f/242a3a953682a3/HDA0003112935790000011.png
CN-111149122-A,"Block chain-based security management method, related device and storage medium ",,,30/05/2018,30/05/2018,12/05/2020,,https://patents.google.com/patent/CN111149122A/en,
CN-110032599-B,"Data structure reading and updating method and device, and electronic equipment ",,,20/12/2018,20/12/2018,05/05/2020,05/05/2020,https://patents.google.com/patent/CN110032599B/en,https://patentimages.storage.googleapis.com/71/4e/a1/ab89536142c6e6/HDA0001914225950000011.png
CN-111949634-A,Method for synchronously migrating block chain data ,,,07/08/2020,07/08/2020,17/11/2020,,https://patents.google.com/patent/CN111949634A/en,https://patentimages.storage.googleapis.com/e2/11/e5/27df0ec180d513/HDA0002623129650000011.png
CN-108833110-B,Digital asset processing method and device ,,,27/05/2018,27/05/2018,07/12/2021,07/12/2021,https://patents.google.com/patent/CN108833110B/en,https://patentimages.storage.googleapis.com/45/4b/51/3e1199cb820ae7/HDA0001676540410000011.png
CN-108833110-A,Digital asset processing method and processing device ,,,27/05/2018,27/05/2018,16/11/2018,,https://patents.google.com/patent/CN108833110A/en,
CN-112860263-A,Contract defect detection method based on intelligent contract knowledge graph ,,,08/03/2021,08/03/2021,28/05/2021,,https://patents.google.com/patent/CN112860263A/en,https://patentimages.storage.googleapis.com/ff/7b/a1/67467cdfe23d45/HDA0002965350120000011.png
CN-112953728-A,Quantum attack resistant alliance block chain digital signature encryption method ,,,03/03/2021,03/03/2021,11/06/2021,,https://patents.google.com/patent/CN112953728A/en,https://patentimages.storage.googleapis.com/73/fe/e5/cda2b320019cb6/HDA0002960219550000011.png
CN-113439281-A,Digital legal currency ,,,09/11/2018,08/11/2019,24/09/2021,,https://patents.google.com/patent/CN113439281A/en,https://patentimages.storage.googleapis.com/c6/76/49/2fcb4f1b7641ff/HDA0003056144760000011.png
CN-113574828-A,"Security chip, security processing method and related equipment ",,,29/03/2019,29/03/2019,29/10/2021,,https://patents.google.com/patent/CN113574828A/en,https://patentimages.storage.googleapis.com/0b/a5/f8/1981a62a0be929/PCTCN2019080650-APPB-300001.png
CN-108648761-B,Method for embedding blockchain account book in audio digital watermark ,,,10/05/2018,10/05/2018,09/05/2023,09/05/2023,https://patents.google.com/patent/CN108648761B/en,https://patentimages.storage.googleapis.com/af/cb/90/a701a3e93cc659/HDA0001656000580000011.png
CN-112907407-B,Lifelong education credit accumulation method based on blockchain technology and credit banking system ,,,26/02/2021,26/02/2021,25/07/2023,25/07/2023,https://patents.google.com/patent/CN112907407B/en,
CN-112039840-B,Trusted threat information identification method and device based on blockchain consensus mechanism ,,,22/07/2020,22/07/2020,11/07/2023,11/07/2023,https://patents.google.com/patent/CN112039840B/en,https://patentimages.storage.googleapis.com/de/b0/3f/9555536be4d194/HDA0002596746770000011.png
CN-109995775-B,"Block chain verification code application method, equipment and storage medium ",,,22/03/2019,22/03/2019,01/06/2021,01/06/2021,https://patents.google.com/patent/CN109995775B/en,https://patentimages.storage.googleapis.com/65/a1/7c/f212d2a0067967/HDA0002004473090000011.png
CN-115328621-B,"Transaction processing method, device, equipment and storage medium based on block chain ",,,10/10/2022,10/10/2022,23/06/2023,23/06/2023,https://patents.google.com/patent/CN115328621B/en,https://patentimages.storage.googleapis.com/3f/b2/0d/884e5071311d9c/220913091304.png
CN-109510831-B,"Real-time game method, apparatus and storage medium ",,,22/11/2018,22/11/2018,09/02/2021,09/02/2021,https://patents.google.com/patent/CN109510831B/en,https://patentimages.storage.googleapis.com/32/6d/b8/a4ad47da7d2000/HDA0001876353660000011.png
CN-111866123-A,Data storage method and device based on block chain ,,,17/07/2020,17/07/2020,30/10/2020,,https://patents.google.com/patent/CN111866123A/en,https://patentimages.storage.googleapis.com/61/86/06/4af11f3166bad3/HDA0002590122820000011.png
CN-111866123-B,Data storage method and device based on block chain ,,,17/07/2020,17/07/2020,08/03/2022,08/03/2022,https://patents.google.com/patent/CN111866123B/en,https://patentimages.storage.googleapis.com/b7/a0/16/b6a5d1b1b2284f/HDA0002590122820000011.png
CN-109471905-B,Block chain indexing method supporting time range and attribute range compound query ,,,16/11/2018,16/11/2018,25/08/2020,25/08/2020,https://patents.google.com/patent/CN109471905B/en,https://patentimages.storage.googleapis.com/15/6e/90/f2b132d0f7088f/HDA0001868842340000011.png
CN-108537550-B,"Method for preventing 51% attack, block chain system and computer readable storage medium ",,,20/04/2018,20/04/2018,25/03/2022,25/03/2022,https://patents.google.com/patent/CN108537550B/en,https://patentimages.storage.googleapis.com/13/82/ca/97f9b19163ecef/HDA0001635932080000011.png
CN-108347483-B,Decentralized computing system based on double-layer network ,,,06/02/2018,06/02/2018,09/04/2021,09/04/2021,https://patents.google.com/patent/CN108347483B/en,https://patentimages.storage.googleapis.com/49/70/9f/abcdb15405aea2/HDA0001571598570000011.png
CN-109934584-B,Block chain account transaction method and equipment ,,,08/03/2019,08/03/2019,29/01/2021,29/01/2021,https://patents.google.com/patent/CN109934584B/en,https://patentimages.storage.googleapis.com/76/8a/ac/3e0c613128cb83/HDA0001989227550000011.png
CN-113689436-A,"Image semantic segmentation method, device, equipment and storage medium ",,,29/09/2021,29/09/2021,23/11/2021,,https://patents.google.com/patent/CN113689436A/en,https://patentimages.storage.googleapis.com/9b/89/8c/54ca88a2f2e972/HDA0003287669810000011.png
CN-111433744-A,Method and distributed database system for computer-aided execution of program code ,,,27/09/2017,25/09/2018,17/07/2020,,https://patents.google.com/patent/CN111433744A/en,https://patentimages.storage.googleapis.com/a7/90/7b/e2dd921ea5882e/282907.png
CN-113536382-A,Block chain-based medical data sharing privacy protection method by using federal learning ,,,09/08/2021,09/08/2021,22/10/2021,,https://patents.google.com/patent/CN113536382A/en,https://patentimages.storage.googleapis.com/45/dd/53/429115026b1d66/HDA0003202499660000011.png
CN-111259079-A,Block chain-based limited personal data sharing and trading method ,,,15/01/2020,15/01/2020,09/06/2020,,https://patents.google.com/patent/CN111259079A/en,https://patentimages.storage.googleapis.com/f4/70/4a/a00b8dfd4fb882/HDA0002368597580000011.png
CN-111612614-A,Public link-based sub-chain service system ,,,26/02/2019,22/07/2019,01/09/2020,,https://patents.google.com/patent/CN111612614A/en,https://patentimages.storage.googleapis.com/b5/e1/57/73819bd9be7352/HDA0002138875870000011.png
CN-110999211-A,"System and method for communicating, storing and processing data provided by entities over a blockchain network ",,,03/08/2017,26/07/2018,10/04/2020,,https://patents.google.com/patent/CN110999211A/en,https://patentimages.storage.googleapis.com/99/4c/c3/403aa34b6fab84/HDA0002379664190000011.png
CN-111372220-A,Block chain consensus method applied to Internet of vehicles ,,,28/02/2020,28/02/2020,03/07/2020,,https://patents.google.com/patent/CN111372220A/en,https://patentimages.storage.googleapis.com/15/29/2c/6e56da64a36194/HDA0002395597480000011.png
CN-111260450-A,Electric power bilateral transaction system based on block chain technology ,,,18/02/2020,18/02/2020,09/06/2020,,https://patents.google.com/patent/CN111260450A/en,https://patentimages.storage.googleapis.com/4b/5d/f5/6db3eeb459347a/HDA0002386598800000011.png
CN-111417945-A,Credible insurance letter based on block chain ,,,03/02/2020,03/02/2020,14/07/2020,,https://patents.google.com/patent/CN111417945A/en,https://patentimages.storage.googleapis.com/dd/9a/02/9cc95626fa0623/HDA0002454407760000011.png
CN-116432247-A,Infringement evidence method and device based on blockchain ,,,15/01/2020,15/01/2020,14/07/2023,,https://patents.google.com/patent/CN116432247A/en,https://patentimages.storage.googleapis.com/fc/c7/dc/f5cce5691edc9e/HDA0004135884850000011.png
CN-111696218-A,"Online payment method, device and equipment for high-speed toll and storage medium ",,,27/04/2020,27/04/2020,22/09/2020,,https://patents.google.com/patent/CN111696218A/en,https://patentimages.storage.googleapis.com/9b/1f/b7/66b271da5570f4/HDA0002469651660000011.png
CN-110910559-A,Lottery drawing method based on block chain ,,,25/11/2019,25/11/2019,24/03/2020,,https://patents.google.com/patent/CN110910559A/en,https://patentimages.storage.googleapis.com/70/bf/4e/e9fd5cdb0c0276/HDA0002287460950000011.png
CN-110851867-A,Medical data sharing method based on block chain ,,,12/11/2019,12/11/2019,28/02/2020,,https://patents.google.com/patent/CN110851867A/en,
CN-110751469-A,Encrypted currency multichannel payment method based on intelligent contract ,,,25/10/2019,25/10/2019,04/02/2020,,https://patents.google.com/patent/CN110751469A/en,https://patentimages.storage.googleapis.com/73/89/51/94f1c5709cca7b/HDA0002248026090000011.png
CN-110730227-A,Distributed intelligent medical health file management system ,,,09/10/2019,09/10/2019,24/01/2020,,https://patents.google.com/patent/CN110730227A/en,https://patentimages.storage.googleapis.com/77/76/d8/1911b45871da35/HDA0002226983690000011.png
CN-110674521-A,Privacy protection evidence management system and method ,,,27/09/2019,27/09/2019,10/01/2020,,https://patents.google.com/patent/CN110674521A/en,https://patentimages.storage.googleapis.com/4b/33/98/3fdf13528ade7a/HDA0002217781190000011.png
CN-110599342-A,Block chain-based identity information authorization method and device ,,,23/09/2019,23/09/2019,20/12/2019,,https://patents.google.com/patent/CN110599342A/en,
CN-112507061-A,"Multi-relation medical knowledge extraction method, device, equipment and storage medium ",,,15/12/2020,15/12/2020,16/03/2021,,https://patents.google.com/patent/CN112507061A/en,https://patentimages.storage.googleapis.com/ca/8c/48/7f099ed07b9285/HDA0002837324530000011.png
CN-112397047-A,"Speech synthesis method, device, electronic equipment and readable storage medium ",,,11/12/2020,11/12/2020,23/02/2021,,https://patents.google.com/patent/CN112397047A/en,https://patentimages.storage.googleapis.com/99/bb/c8/0856670400316e/HDA0002830612070000011.png
CN-111985003-A,Database malicious peer identification ,,,24/05/2019,19/05/2020,24/11/2020,,https://patents.google.com/patent/CN111985003A/en,https://patentimages.storage.googleapis.com/98/71/8f/b11d78eeb8315f/HDA0002498975760000011.png
CN-113326532-A,Block chain-based user privacy data providing method and device ,,,11/09/2020,11/09/2020,31/08/2021,,https://patents.google.com/patent/CN113326532A/en,https://patentimages.storage.googleapis.com/80/78/f5/adabf8b8cd2f21/HDA0003060600060000011.png
CN-111814198-A,Block chain-based user privacy data providing method and device ,,,11/09/2020,11/09/2020,23/10/2020,,https://patents.google.com/patent/CN111814198A/en,https://patentimages.storage.googleapis.com/4d/70/7d/96cd1284e801bd/200909143811.png
CN-112037920-A,"Medical knowledge map construction method, device, equipment and storage medium ",,,31/08/2020,31/08/2020,04/12/2020,,https://patents.google.com/patent/CN112037920A/en,https://patentimages.storage.googleapis.com/ba/13/87/ef9c2fbebad445/HDA0002659565730000011.png
CN-112818380-A,"Method, device, equipment and system for backtracking processing of business behaviors ",,,10/07/2020,10/07/2020,18/05/2021,,https://patents.google.com/patent/CN112818380A/en,https://patentimages.storage.googleapis.com/96/e5/3d/fb856fb1ac7131/HDA0002894079920000011.png
CN-111539813-A,"Method, device, equipment and system for backtracking processing of business behaviors ",,,10/07/2020,10/07/2020,14/08/2020,,https://patents.google.com/patent/CN111539813A/en,https://patentimages.storage.googleapis.com/28/fe/6f/f9e64e1cd9f1d1/200710191722.png
CN-106462841-A,Method and apparatus for automatic inter-device authorisation ,,,27/03/2014,27/03/2014,22/02/2017,,https://patents.google.com/patent/CN106462841A/en,
CN-111738480-A,Distributed ledger for managing the lifecycle of data over the air ,,,21/03/2019,18/03/2020,02/10/2020,,https://patents.google.com/patent/CN111738480A/en,https://patentimages.storage.googleapis.com/e9/30/05/b5a4f2ae6a3c33/HDA0002415788710000011.png
CN-111508261-A,Parking information sharing system using block chain ,,,29/01/2019,03/02/2020,07/08/2020,,https://patents.google.com/patent/CN111508261A/en,https://patentimages.storage.googleapis.com/7a/e2/f1/490803a8806a6c/HDA0002379455290000011.png
CN-113874898-A,Computer-implemented system and method for effecting transfers over blockchain networks ,,,15/02/2019,30/01/2020,31/12/2021,,https://patents.google.com/patent/CN113874898A/en,https://patentimages.storage.googleapis.com/e5/25/32/7cf321c5f2a6c6/HDA0003211744380000011.png
CN-111241114-A,Intelligent service transaction block chain credit management method and system combining transaction and consensus ,,,07/01/2020,07/01/2020,05/06/2020,,https://patents.google.com/patent/CN111241114A/en,https://patentimages.storage.googleapis.com/65/b2/bc/d258ee7204bc0c/HDA0002358303530000011.png
CN-111026511-A,Block chain parallel system and method based on transaction data partition-inter-chain fusion ,,,20/11/2019,20/11/2019,17/04/2020,,https://patents.google.com/patent/CN111026511A/en,https://patentimages.storage.googleapis.com/25/5e/29/1bcb06827ded83/HDA0002280642450000011.png
CN-110569309-A,"Apparatus, method, system, and medium for implementing blockchains ",,,17/09/2019,17/09/2019,13/12/2019,,https://patents.google.com/patent/CN110569309A/en,
CN-111656343-A,Error correction coding based shared blockchain data storage in trusted execution environments ,,,11/09/2019,11/09/2019,11/09/2020,,https://patents.google.com/patent/CN111656343A/en,https://patentimages.storage.googleapis.com/cc/26/63/5d4e7b243c0fc0/HDA0002409146830000011.png
CN-112292704-A,Transaction processing ,,,19/04/2018,18/04/2019,29/01/2021,,https://patents.google.com/patent/CN112292704A/en,https://patentimages.storage.googleapis.com/ad/b3/0c/80de3814f9201f/HDA0002849520360000011.png
CN-107172074-B,"Information sending method, processing method and device ",,,26/06/2017,26/06/2017,19/06/2020,19/06/2020,https://patents.google.com/patent/CN107172074B/en,https://patentimages.storage.googleapis.com/8c/0e/35/99032e8d2ee30a/HDA0001332350480000011.png
CN-112232817-A,Transaction processing method and device based on block chain and electronic equipment ,,,25/10/2018,25/10/2018,15/01/2021,,https://patents.google.com/patent/CN112232817A/en,https://patentimages.storage.googleapis.com/7f/ee/d3/43d339522d2060/HDA0002726111780000011.png
CN-112615730-B,Resource allocation method and device based on block chain network slice proxy ,,,23/11/2020,23/11/2020,01/04/2022,01/04/2022,https://patents.google.com/patent/CN112615730B/en,https://patentimages.storage.googleapis.com/4f/53/10/682b3b06b346e2/HDA0002793464860000011.png
CN-112532588-B,Policy hidden type data access control method based on block chain ,,,06/11/2020,06/11/2020,31/01/2023,31/01/2023,https://patents.google.com/patent/CN112532588B/en,https://patentimages.storage.googleapis.com/9c/08/8d/1003b0122d688c/HDA0002763770030000011.png
CN-109493024-A,"Digital asset trustship method, equipment and storage medium ",,,29/09/2018,29/09/2018,19/03/2019,,https://patents.google.com/patent/CN109493024A/en,
CN-112333158-B,Privacy protection method and system based on block chain all-in-one machine ,,,20/10/2020,20/10/2020,04/11/2022,04/11/2022,https://patents.google.com/patent/CN112333158B/en,https://patentimages.storage.googleapis.com/f1/45/ae/03542ddb58baaf/HDA0002734119440000011.png
CN-111934990-B,Message transmission method and device ,,,25/09/2020,25/09/2020,09/02/2021,09/02/2021,https://patents.google.com/patent/CN111934990B/en,https://patentimages.storage.googleapis.com/8f/93/e8/7fca34d53ed1ce/2009221752101.png
CN-113079081-B,Message transmission method and device ,,,25/09/2020,25/09/2020,02/08/2022,02/08/2022,https://patents.google.com/patent/CN113079081B/en,https://patentimages.storage.googleapis.com/0c/e7/24/fb86810001cc78/HDA0002982582440000011.png
CN-112015628-B,Intelligent contract function level dynamic monitoring analysis system and implementation method ,,,01/09/2020,01/09/2020,30/06/2023,30/06/2023,https://patents.google.com/patent/CN112015628B/en,https://patentimages.storage.googleapis.com/f8/b0/0d/c029d3912a65d6/HDA0002660080540000011.png
CN-112039979-B,"Distributed data cache management method, device, equipment and storage medium ",,,27/08/2020,27/08/2020,20/06/2023,20/06/2023,https://patents.google.com/patent/CN112039979B/en,https://patentimages.storage.googleapis.com/e2/8d/29/0d5ddd4e066a50/HDA0002654062920000011.png
CN-111865918-B,Optimized and improved block chain PBFT consensus method ,,,16/06/2020,16/06/2020,27/09/2022,27/09/2022,https://patents.google.com/patent/CN111865918B/en,https://patentimages.storage.googleapis.com/d3/92/d0/831ca3d02b0aaf/HDA0002541721430000011.png
CN-111371905-B,Block chain layering consensus proving system and method based on cloud computing ,,,27/03/2020,27/03/2020,01/08/2023,01/08/2023,https://patents.google.com/patent/CN111371905B/en,
CN-111325549-B,Block chain-based carbon emission right and green license transaction combination system and method ,,,04/03/2020,04/03/2020,25/04/2023,25/04/2023,https://patents.google.com/patent/CN111325549B/en,https://patentimages.storage.googleapis.com/54/5a/96/8ed57ac119c72b/HDA0002399558860000011.png
CN-111311255-B,Intelligent contract formalization verification and error correction method based on prophetic machine ,,,19/01/2020,19/01/2020,25/07/2023,25/07/2023,https://patents.google.com/patent/CN111311255B/en,
CN-110634069-A,"Method, apparatus, storage medium, and program product for carbon trading ",,,25/06/2018,25/06/2018,31/12/2019,,https://patents.google.com/patent/CN110634069A/en,https://patentimages.storage.googleapis.com/e1/3f/2d/94f339c10b0850/HDA0001707425220000011.png
CN-110852882-B,"Packet consensus method, apparatus, device, and medium for blockchain networks ",,,11/11/2019,11/11/2019,20/11/2020,20/11/2020,https://patents.google.com/patent/CN110852882B/en,https://patentimages.storage.googleapis.com/49/18/1d/0a335c7d706727/HDA0002268481640000011.png
CN-110719203-B,"Operation control method, device and equipment of intelligent household equipment and storage medium ",,,12/10/2019,12/10/2019,07/04/2023,07/04/2023,https://patents.google.com/patent/CN110719203B/en,https://patentimages.storage.googleapis.com/ee/cf/eb/50339a81f0e862/HDA0002231325180000011.png
CN-111914027-A,Searchable encryption method and system for block chain transaction keywords ,,,05/08/2020,05/08/2020,10/11/2020,,https://patents.google.com/patent/CN111914027A/en,https://patentimages.storage.googleapis.com/c1/3b/3b/a66f61e62895b8/HDA0002619190260000011.png
CN-111859960-A,"Semantic matching method and device based on knowledge distillation, computer equipment and medium ",,,27/07/2020,27/07/2020,30/10/2020,,https://patents.google.com/patent/CN111859960A/en,https://patentimages.storage.googleapis.com/14/f0/ac/fd760a809736ef/HDA0002603506350000011.png
CN-110335042-B,Anonymous transaction method and device based on ring signature ,,,26/06/2019,26/06/2019,20/10/2020,20/10/2020,https://patents.google.com/patent/CN110335042B/en,https://patentimages.storage.googleapis.com/2f/c2/7d/70bdc7b18ea4cc/HDA0002108990610000011.png
CN-110289946-B,Block chain wallet localized file generation method and block chain node point equipment ,,,12/07/2019,12/07/2019,11/11/2022,11/11/2022,https://patents.google.com/patent/CN110289946B/en,https://patentimages.storage.googleapis.com/ce/18/c3/626f69f280c546/HDA0002128588590000011.png
CN-110222518-B,Trusted authority access control method based on block chain ,,,30/05/2019,30/05/2019,17/09/2021,17/09/2021,https://patents.google.com/patent/CN110222518B/en,https://patentimages.storage.googleapis.com/35/96/b1/b1acc94f4a7f81/HDA0002078331310000011.png
CN-111951003-A,Cognitive system for managing consent to user data ,,,17/05/2019,15/05/2020,17/11/2020,,https://patents.google.com/patent/CN111951003A/en,https://patentimages.storage.googleapis.com/04/56/bd/e4898ee6eee545/HDA0002493950960000011.png
CN-110263088-B,Conditional receipt storage method and node combining code labeling and event type ,,,20/05/2019,20/05/2019,02/04/2021,02/04/2021,https://patents.google.com/patent/CN110263088B/en,https://patentimages.storage.googleapis.com/a6/fc/fa/d8ad1ab0b66c7e/HDA0002065675190000011.png
CN-111526200-A,Data storage access method and system based on block chain and cloud platform ,,,27/04/2020,27/04/2020,11/08/2020,,https://patents.google.com/patent/CN111526200A/en,https://patentimages.storage.googleapis.com/ad/ec/6c/7350ec42cfc35d/HDA0002469919100000011.png
CN-111883123-A,"AI identification-based conference summary generation method, device, equipment and medium ",,,23/07/2020,23/07/2020,03/11/2020,,https://patents.google.com/patent/CN111883123A/en,https://patentimages.storage.googleapis.com/65/bb/56/0b14843a2cf913/HDA0002599257250000011.png
CN-111400401-A,Electronic medical record storage system based on block chain ,,,12/03/2020,12/03/2020,10/07/2020,,https://patents.google.com/patent/CN111400401A/en,https://patentimages.storage.googleapis.com/09/4c/2f/3744e90dec5fcf/HDA0002409305590000011.png
CN-109919771-B,Industrial internet transaction device applying hierarchical block chain technology ,,,18/03/2019,18/03/2019,10/04/2020,10/04/2020,https://patents.google.com/patent/CN109919771B/en,https://patentimages.storage.googleapis.com/78/ea/63/17d9aa04478fb5/HDA0001998249590000011.png
CN-109993531-B,Data verification method supporting cross-blockchain transaction ,,,01/04/2019,01/04/2019,28/07/2023,28/07/2023,https://patents.google.com/patent/CN109993531B/en,
CN-109981565-B,Block chain platform based on Meta-BFT consensus mechanism and implementation method ,,,29/01/2019,29/01/2019,15/10/2021,15/10/2021,https://patents.google.com/patent/CN109981565B/en,https://patentimages.storage.googleapis.com/6e/7f/4a/36673a1366f15d/HDA0001961627750000011.png
CN-109816362-B,"Red packet processing method, device and storage medium ",,,28/01/2019,28/01/2019,06/07/2021,06/07/2021,https://patents.google.com/patent/CN109816362B/en,https://patentimages.storage.googleapis.com/0a/d9/8f/dddc6af45de914/HDA0001959463080000011.png
CN-109936486-B,"Automatic dial testing method, device, equipment and storage medium based on block chain ",,,02/01/2019,02/01/2019,26/11/2021,26/11/2021,https://patents.google.com/patent/CN109936486B/en,https://patentimages.storage.googleapis.com/4b/34/c9/92bff1f8d44d36/HDA0001933422380000011.png
CN-108011741-B,Method and system for simulating and testing blockchains of distributed networks ,,,28/10/2016,28/10/2016,17/07/2020,17/07/2020,https://patents.google.com/patent/CN108011741B/en,https://patentimages.storage.googleapis.com/48/5c/ad/cddecfb9f55d7a/HDA0001146297600000011.png
CN-110490514-A,A kind of assets digitlization of the intelligent repository based on block chain management and device ,,,01/08/2019,01/08/2019,22/11/2019,,https://patents.google.com/patent/CN110490514A/en,
CN-109617679-B,"Method, system and storage medium for generating, acquiring and providing random numbers ",,,29/11/2018,29/11/2018,22/10/2021,22/10/2021,https://patents.google.com/patent/CN109617679B/en,https://patentimages.storage.googleapis.com/0f/4e/e8/d2ff93c6427c1d/HDA0001885885240000011.png
CN-107945021-A,A kind of digital asset management method based on block chain intelligence contract ,,,07/12/2017,07/12/2017,20/04/2018,,https://patents.google.com/patent/CN107945021A/en,
CN-108876213-B,"Block chain-based product management method, device, medium and electronic equipment ",,,22/08/2018,22/08/2018,17/05/2022,17/05/2022,https://patents.google.com/patent/CN108876213B/en,https://patentimages.storage.googleapis.com/b6/14/d1/ed48fa60abe685/HDA0001773502710000011.png
CN-111901402-A,"Method, node and storage medium for implementing privacy protection in block chain ",,,19/02/2019,19/02/2019,06/11/2020,,https://patents.google.com/patent/CN111901402A/en,https://patentimages.storage.googleapis.com/ed/21/0b/916c9b7a03c7bf/HDA0002583658430000011.png
