id,priority_date,cite_number,assignee
US-2021357445-A1,31/12/2018,,Audiobyte Llc
US-2021359860-A1,15/05/2017,,Visa International Service Association
US-2023038652-A1,03/08/2021,,"Johnson Controls Tyco Ip Holdings, Llp"
US-2022261801-A1,12/02/2021,,Joshua Paul Davis
US-2023048270-A1,10/08/2021,,"At&T Intellectual Property I, L.P."
US-2022391987-A1,08/06/2021,,Anthony Allogia
US-2021385246-A1,16/06/2019,,Moac Blockchain Tech Inc
US-2023059811-A1,17/08/2021,,Ncr Corporation
US-2023070625-A1,17/08/2021,,International Business Machines Corporation
US-2023055835-A1,18/08/2021,,Verizon Patent And Licensing Inc.
US-2023054904-A1,23/08/2021,,EMC IP Holding Company LLC
US-2023066630-A1,24/08/2021,,Toshiba Tec Kabushiki Kaisha
US-2023060447-A1,31/08/2021,,"Coinbase, Inc."
US-2022114666-A1,08/09/2020,,Erich Lawson Spangenberg
US-2022100735-A1,30/09/2020,,Robert Bosch Gmbh
US-2022138848-A1,05/11/2020,,"Hitachi, Ltd."
US-2022083683-A1,11/09/2020,,"Transparent Financial Systems, Inc."
US-2023088674-A1,13/09/2021,,Shopify Inc.
US-2023082470-A1,16/09/2021,,Mastercard International Incorporated
US-2023091179-A1,17/09/2021,,B Data Solutions Inc.
US-2023087602-A1,19/09/2021,,International Business Machines Corporation
US-2022092599-A1,18/09/2020,,"Pylons, Inc."
US-2023096163-A1,21/09/2021,,International Business Machines Corporation
US-2022005311-A1,22/03/2019,,"B-square Lab Co., Ltd."
US-2023094544-A1,24/09/2021,,Johnson Controls Tyco IP Holdings LLP
US-2023102726-A1,28/09/2021,,Mastercard International Incorporated
US-2023102756-A1,28/09/2021,,"Marqeta, Inc."
US-2023098324-A1,29/09/2021,,Flexa Network Inc.
US-2023100777-A1,29/09/2021,,Flexa Network Inc.
US-11689374-B1,15/11/2021,,OneSpan Canada Inc.
US-2023104103-A1,01/10/2021,,"American Express Travel Related Services Company, Inc."
US-2023103796-A1,04/10/2021,,"Paypal, Inc."
US-2023107806-A1,04/10/2021,,Bank Of America Corporation
US-2023104626-A1,05/10/2021,,Splunk Inc.
US-2023108369-A1,06/10/2021,,Farmgate Media LLC
US-2022114165-A1,09/10/2020,,Blockpoint Systems Inc.
US-2023006845-A1,12/10/2021,,"Syferex, LLC"
US-2023046901-A1,13/08/2021,,NEC Laboratories Europe GmbH
US-2023121663-A1,18/10/2021,,Dan Lu
US-2022121769-A1,20/10/2020,,Cognitive Space
US-2023052909-A1,13/08/2021,,NEC Laboratories Europe GmbH
US-2022122177-A1,19/10/2020,,"Uphold, Inc."
US-2023118754-A1,19/10/2021,,Mastercard International Incorporated
US-2022150377-A1,10/11/2020,,Canon Kabushiki Kaisha
US-2022172195-A1,28/08/2018,,"Eris Digital Holdings, Llc"
US-2023128039-A1,22/10/2021,,Mastercard International Incorporated
US-2022414088-A1,28/06/2021,,"Vmware, Inc."
US-2022405061-A1,21/06/2021,,Hearsch Jariwala
US-2022180332-A1,03/12/2020,,Secux Technology Inc.
US-2023129559-A1,27/10/2021,,Mastercard International Incorporated
US-2023130024-A1,27/10/2021,,Vesto LLC
US-2023131813-A1,27/10/2021,,Mastercard International Incorporated
US-2023127525-A1,27/10/2021,,Adobe Inc.
US-2023097203-A1,30/09/2021,,Oracle International Corporation
US-2023136805-A1,29/10/2021,,"Paypal, Inc."
US-2023138816-A1,01/11/2021,,"Binh Minh Nguyen, Huu-Hai-Quan Dinh, Thang Nguyen, Minh-Tri Hoang, Thanh-Chung Dao, Ba-Lam Do"
US-2022058597-A1,08/04/2016,,"Greenberg & Lieberman, Llc"
US-2022294605-A1,09/03/2021,,"University Of Electronic Science And Technology Of China, Yangtze Delta Region Institute (Huzhou), University of Electronic Science and Technology of China"
US-2023139656-A1,03/11/2021,,Mastercard International Incorporated
US-2023139343-A1,03/11/2021,,Mastercard International Incorporated
US-2023145257-A1,05/11/2021,,Caerus Institute Llc
US-2022198532-A1,22/12/2020,,"Hon Hai Precision Industry Co., Ltd."
US-2023132505-A1,03/11/2021,,Penta Security Systems Inc.
US-2022230244-A1,19/01/2021,,Electronics And Telecommunications Research Institute
US-2022101315-A1,14/11/2021,,Moleculus LLC
US-2022165152-A1,25/11/2020,,"Ford Global Technologies, Llc"
US-2023162179-A1,19/11/2021,,"Meta Platforms, Inc."
US-2023162180-A1,22/11/2021,,"Meta Platforms, Inc."
US-2022172203-A1,30/11/2020,,"TrustClarity, Inc."
US-2022187890-A1,16/12/2020,,The Boeing Company
US-2023162178-A1,24/11/2021,,"Circle Internet Financial, Inc."
US-2022358490-A1,10/05/2021,,Arbaim Inc.
US-2022180416-A1,24/11/2020,,"Bill Borden Shook, David Cho"
US-2023164145-A1,24/11/2021,,Schlage Lock Company Llc
US-2023147654-A1,09/11/2021,1,Common Computer Inc.
US-2022179378-A1,03/12/2020,,Battelle Memorial Institute
US-2022091806-A1,19/12/2019,,"Lob.com, Inc."
US-2023177521-A1,06/12/2021,,Hong Kong Applied Science and Technology Research Institute Company Limited
US-2023144697-A1,05/11/2021,,Caerus Institute Llc
US-2023177068-A1,07/12/2021,,International Business Machines Corporation
US-2023179416-A1,07/12/2021,,Micro Focus Llc
US-2022094675-A1,31/03/2017,1,Vijay Madisetti
US-2022182375-A1,08/12/2020,,Tsinghua University
US-2023177167-A1,08/12/2021,,"Paypal, Inc."
US-2023177507-A1,08/12/2021,,"Paypal, Inc."
US-2023186283-A1,09/12/2021,,"Jpmorgan Chase Bank, N.A."
US-2023188355-A1,09/12/2021,,Mastercard International Incorporated
US-2022351198-A1,11/12/2020,,"Jesse Thomas Seaver, Sacha Tueni, Noah Thorp, Michael Reeder"
US-2023185894-A1,10/12/2021,,Fmr Llc
US-2023182025-A1,13/12/2021,,Sony Interactive Entertainment LLC
US-2022261484-A1,16/02/2021,,block.one
US-2022200792-A1,14/12/2020,,Commissariat A L'energie Atomique Et Aux Energies Alternatives
US-2023186350-A1,13/12/2021,,"Nahounou Investment Group, Llc"
US-2022318833-A1,06/04/2021,,"Zhiji Automotive Technology Co., Ltd."
US-2023186290-A1,15/12/2021,,"Paypal, Inc."
US-11682014-B2,11/06/2021,,"Beijing Baidu Netcom Science Technology Co., Ltd."
US-11509489-B1,03/06/2021,,Zhejiang University
US-11558207-B2,11/06/2021,,"Beijing Baidu Netcom Science Technology Co., Ltd."
US-11605143-B2,14/05/2021,,Goldman Sachs & Co. LLC
US-11588654-B2,11/06/2021,,"Beijing Baidu Netcom Science Technology Co., Ltd."
US-11574320-B1,26/10/2021,,"Num?aire Financial, Inc."
US-11677572-B2,24/10/2018,,"Hangzhou Qulian Technology Co., Ltd."
US-11669148-B2,04/11/2021,,Liang Lu
US-11461437-B1,12/01/2022,,"Trivver, Inc."
US-11494760-B1,03/09/2021,,Arif Khan
US-11521200-B1,03/09/2021,,Arif Khan
US-11461774-B1,03/09/2021,,Arif Khan
US-11438175-B2,29/12/2020,,"CipherTrace, Inc."
US-11616650-B1,13/12/2021,,"LIQUIDSports, Inc."
US-11640604-B2,11/12/2020,,Waly Cash Inc.
US-11714894-B2,,,Fmr Llc
US-11720891-B2,,,Vijay Madisetti
US-11301463-B1,09/10/2020,,Blockpoint Systems Inc.
US-11477279-B1,18/06/2021,,Compellio S.A.
US-11677728-B2,31/08/2021,,"Coinbase, Inc."
US-11620364-B2,23/08/2021,,"Dell Products, L.P."
US-11665197-B2,16/06/2019,,Moac Blockchain Tech Inc
US-11494171-B1,10/08/2021,,"Soubir Acharya, Mirza Nasir Hossain, Parag Bhupatray Oza"
US-11716202-B2,,,Visa International Service Association
US-11716199-B2,09/11/2015,,Nippon Telegraph And Telephone Corporation
US-11652623-B2,29/06/2021,,International Business Machines Corporation
US-11722318-B2,25/09/2020,,"Alipay (Hangzhou) Information Technology Co., Ltd."
US-11303430-B2,03/07/2020,,"Alipay (Hangzhou) Information Technology Co., Ltd."
US-11544045-B2,07/12/2020,,"Coinbase, Inc."
US-11632240-B2,22/12/2020,,"Skychain Co., Ltd."
US-11556922-B2,20/05/2021,,Mastercard International Incorporated
US-11449951-B1,18/05/2021,,International Business Machines Corporation
US-11637708-B2,14/05/2020,,Chiu Hung Hung
US-11238964-B2,22/03/2019,,Atmps Ltd
US-11626999-B2,09/11/2018,,Mastercard International Incorporated
US-11722301-B2,,,Ping Identity Corporation
US-11276054-B1,31/03/2021,,"Block, Inc."
US-11204894-B2,11/04/2019,,"Advanced New Technologies Co., Ltd."
US-11558173-B2,20/03/2020,,Mastercard International Incorporated
US-11455505-B2,21/08/2020,,"AI Bioelectronic Healthcare Co., Ltd."
US-11675577-B2,02/03/2020,,Chainstack Pte. Ltd.
US-11200329-B1,16/02/2021,,block.one
US-11425112-B1,02/02/2021,,"FinLink, Inc."
US-11587162-B2,31/12/2020,,"TraDove, Inc."
US-11507698-B2,19/01/2021,,Dell Products L.P.
US-11646901-B2,13/03/2020,,Fujitsu Limited
US-11526882-B2,01/12/2020,,"Block, Inc."
US-11720540-B2,,,"Itron, Inc."
US-11308198-B1,22/12/2020,,Lucas GC Limited
US-11221813-B2,19/12/2019,,"Lob.com, Inc."
US-11321298-B1,01/12/2020,,International Business Machines Corporation
US-11528146-B1,10/12/2019,,Hiro Systems Pbc
US-11620722-B2,27/11/2019,,Electronics And Telecommunications Research Institute
US-11514444-B2,03/11/2020,,"Capital One Services, Llc"
US-11720547-B2,,,Sap Se
US-11605080-B2,01/11/2020,,Tingkai Liu
US-11637701-B2,23/09/2020,,"Genesys Cloud Services, Inc."
US-11651366-B2,04/09/2020,,"Paypal, Inc."
US-11632237-B2,28/08/2020,,International Business Machines Corporation
US-11640601-B2,28/08/2020,,Mastercard International Incorporated
US-11651353-B1,26/08/2020,,Membrane Labs Inc.
US-11580790-B2,11/08/2020,,"Ford Global Technologies, Llc"
US-11539744-B2,11/08/2020,,"Arbor Networks, Inc."
US-11645650-B1,06/08/2020,,"Citibank, N.A."
US-11223647-B1,15/07/2019,,"Cloudcover Ip, Llc"
US-11368304-B2,17/06/2020,,Honeywell International Inc.
US-11410214-B2,16/06/2020,,Accenture Global Solutions Limited
US-10990563-B2,11/04/2019,,"Advanced New Technologies Co., Ltd."
US-10943618-B1,19/03/2020,,Wang Chau Tyler Kot
US-11488145-B2,17/03/2020,,Mastercard International Incorporated
US-11062308-B2,23/04/2019,,"Advanced New Technologies Co., Ltd."
US-11115189-B2,03/06/2019,,"Advanced New Technologies Co., Ltd."
US-10771242-B2,09/07/2019,,Alibaba Group Holding Limited
US-11411745-B2,26/02/2020,,Visa International Service Association
US-11315193-B1,12/02/2020,,"BlueOwl, LLC"
US-11418342-B2,02/01/2020,,Hong Kong Applied Science and Technology Research Institute Co.. Ltd.
US-10892887-B2,20/04/2018,,North Peak Resources Ltd.
US-11334948-B2,24/10/2019,,"Charles Schwab & Company, Inc."
US-11580533-B2,10/12/2019,,Mastercard International Incorporated
US-11568694-B2,06/12/2018,,Carrier Corporation
US-11501345-B2,21/11/2019,,International Business Machines Corporation
US-11515999-B1,15/11/2019,,Hiro Systems Pbc
US-11721417-B2,,,"Align Technology, Inc."
US-11265341-B1,06/11/2019,2,Sprint Communications Company L.P.
US-11005932-B1,18/10/2019,,"Samsung Sds Co., Ltd."
US-11606426-B1,23/10/2019,,Architecture Technology Corporation
US-11172374-B1,22/10/2018,,"Kevin Ross, Muhammad Ahsan Naim"
US-11323244-B2,03/10/2019,,Mastercard International Incorporated
US-11381384-B2,18/09/2019,,"Boardwalktech, Inc"
US-11411716-B2,18/09/2019,,"Boardwalktech, Inc"
US-11698897-B2,18/09/2019,,"Boardwalktech, Inc"
US-11240004-B2,18/09/2019,,"Boardwalktech, Inc."
US-11386494-B2,19/09/2018,,Coinone Inc.
US-11315120-B2,29/08/2019,,International Business Machines Corporation
US-11288665-B2,23/08/2019,,"Ford Global Technologies, Llc"
US-11108820-B2,16/06/2019,,Moac Blockchain Tech Inc
US-11501269-B1,28/05/2019,,Hiro Systems Pbc
US-11290280-B1,28/05/2019,,Hiro Systems Pbc
US-11716201-B2,,,Assa Abloy Ab
US-11537592-B1,22/04/2019,,"Wells Fargo Bank, N.A."
US-10917244-B1,23/08/2018,,"CallFire, Inc."
US-11593493-B2,18/01/2019,,"Red Hat, Inc."
US-11195179-B2,31/10/2018,,Dell Products L.P.
US-11722302-B2,02/11/2017,,Nchain Licensing Ag
US-11626986-B1,27/07/2017,,Billon Group Limited
US-11068569-B2,22/12/2017,,"Barracuda Networks, Inc."
US-2023252025-A1,16/10/2020,,"Huawei Technologies Co., Ltd."
US-2023252461-A1,08/09/2021,,"Samsung Electronics Co., Ltd."
US-2023254118-A1,11/06/2021,,"Samsung Electronics Co., Ltd."
US-2023245121-A1,19/03/2019,,"Advanced New Technologies Co., Ltd."
US-2023201722-A1,14/07/2021,,"Strong Force TX Portfolio 2018, LLC"
US-2023199066-A1,23/10/2019,,Architecture Technology Corporation
US-2023205762-A1,23/09/2020,,Fujitsu Limited
US-2023254168-A1,23/02/2016,,Nchain Licensing Ag
US-2023164272-A1,28/01/2009,,"Virtual Hold Technology Solutions, Llc"
US-2023169493-A1,10/12/2019,,Mastercard International Incorporated
US-2023246811-A1,07/07/2017,,Nchain Licensing Ag
US-2023237495-A1,25/01/2022,,Lior Weinstein
US-2023237472-A1,25/01/2022,,Lior Weinstein
US-2023237388-A1,27/01/2022,,George Goubran
US-2023244656-A1,18/09/2017,,Nchain Licensing Ag
US-2023239152-A1,24/01/2022,,"Osom Products, Inc."
US-2023237482-A1,21/01/2022,,Neeva Inc.
US-2023224177-A1,13/01/2022,,Bold Metrics Inc.
US-2023237111-A1,21/01/2022,,Neeva Inc.
US-2023237549-A1,21/01/2022,,Neeva Inc.
US-2023163947-A1,20/03/2020,,Mastercard International Incorporated
US-2023169495-A1,20/05/2021,,Mastercard International Incorporated
US-2023153832-A1,26/10/2021,,"Num?aire Financial, Inc."
US-2023214461-A1,30/12/2021,,"ESPAT Media Group, Inc."
US-2023237110-A1,21/01/2022,,Neeva Inc.
US-2023216683-A1,13/12/2021,,"LIQUIDSports, Inc."
US-2023134162-A1,28/12/2021,,"Beijing Baidu Netcom Science Technology Co., Ltd."
US-2023195722-A1,21/12/2021,,Omnibek Ip Holding Llc
US-2023230080-A1,23/12/2021,,Rkvst Limited
US-2023188349-A1,13/12/2021,,"Jpmorgan Chase Bank, N.A."
US-2023188368-A1,14/12/2021,,Orange
US-2023177474-A1,08/12/2021,,Compagnie Manufacturi?e CarbonCoin Inc.
US-2022200803-A1,21/12/2020,,"Hon Hai Precision Industry Co., Ltd."
US-2022198449-A1,23/12/2020,,"Hon Hai Precision Industry Co., Ltd."
US-2023198770-A1,17/12/2021,,"Western Digital Technologies, Inc."
US-2022374880-A1,19/05/2021,,Partior Pte. Ltd
US-2023195750-A1,17/12/2021,,"Vmware, Inc."
US-2023198776-A1,21/12/2021,,Mastercard International Incorporated
US-2023101814-A1,02/07/2021,,Watch Skins Corporation
US-2023214835-A1,30/12/2021,,The Adt Security Corporation
US-2023169045-A1,10/10/2019,,Avery Glasser
US-2023100485-A1,29/04/2021,,Leadpoint System Inc.
US-2023230186-A1,29/11/2021,,"Erich Lawson Spangenberg, Jonas Block, Daniel Lawrence Bork"
US-2023085903-A1,16/10/2020,,"Express Scripts Strategic Development, Inc."
US-2023090155-A1,17/03/2021,,Raymond Anthony Joao
US-2023177185-A1,23/11/2021,,"Book.Io, Inc."
US-2023164687-A1,23/11/2021,,Abb Schweiz Ag
US-2023089235-A1,07/06/2021,,Tencent Technology (Shenzhen) Company Limited
US-2023205761-A1,30/07/2020,,Encapsa Technology Llc
US-2023171225-A1,28/09/2020,,Unstoppable Domains Inc.
US-2023153799-A1,18/11/2021,,MR Innovations LLC
US-2023177500-A1,07/12/2021,,"Whistle Systems, Inc."
US-2023153874-A1,16/11/2021,,"William Thoburn Randazzo, Eli Cornblath"
US-2023143356-A1,11/11/2021,,Terra Quantum AG
US-2023140461-A1,03/11/2021,,"Minty Networks, LLC"
US-2023136446-A1,01/11/2021,,Goldman Sachs & Co. LLC
US-2023116138-A1,29/09/2021,,Flexa Network Inc.
US-2023102624-A1,29/09/2021,,Flexa Network Inc.
US-2023129576-A1,27/10/2021,,"VCB Technologies, LLC"
US-2023207072-A1,28/12/2021,,Electronics And Telecommunications Research Institute
US-2023049748-A1,19/10/2020,,"Tergo, Llc"
US-2023127351-A1,27/10/2021,,"Disney Enterprises, Inc."
US-2023140247-A1,04/11/2021,,Sri International
US-2023135632-A1,28/10/2021,,"Christopher M. Smolen, Stuart W. Card, Robert C. Anderson"
US-2023037296-A1,06/05/2022,,"Disney Enterprises, Inc."
US-2023130182-A1,21/10/2021,,Aria Mir
US-2023124657-A1,18/10/2021,,Allan Jerome
US-2023118568-A1,15/10/2021,,BlokPax LLC
US-2023214954-A1,31/12/2021,,"The Nielsen Company (Us), Llc"
US-2023110929-A1,13/10/2021,,"Vincent Darago, Christopher Jenkins, Stacy Laabs"
US-2023032848-A1,03/11/2020,,"Capital One Services, Llc"
US-2023108366-A1,05/10/2021,,c/o NIFTY CONCEPTS LLC
US-2023107705-A1,05/10/2021,,"Disney Enterprises, Inc."
US-2023032205-A1,24/04/2020,,Fujitsu Limited
US-2023108610-A1,05/10/2021,,c/o NIFTY CONCEPTS LLC
US-2023108514-A1,01/10/2021,,Mastercard International Incorporated
US-2023013949-A1,25/08/2017,,"Worldpay, Llc"
US-2023016919-A1,17/03/2020,,Mastercard International Incorporated
US-2023130583-A1,21/10/2021,,"Aristocrat Technologies, Inc."
US-2023087841-A1,22/09/2021,,Kwikt Limited
US-2023094247-A1,24/09/2021,,Aristocrat Technology Australia Pty Limited
US-2023206228-A1,27/12/2021,,Recur Forever Inc.
US-2023092547-A1,23/09/2021,,Nokia Technologies Oy
US-2023186262-A1,14/09/2021,,James David Busch
US-2023173395-A1,14/07/2021,,"Strong Force TX Portfolio 2018, LLC"
US-2023191263-A1,14/07/2021,,"Strong Force TX Portfolio 2018, LLC"
US-2023072988-A1,06/09/2021,,MphasiS Limited
US-2023081778-A1,11/09/2021,,Li-Ho Yao
US-2023005029-A1,21/11/2019,,International Business Machines Corporation
US-2023019573-A1,20/05/2020,,Qvi Group Llc
US-2023060916-A1,27/08/2021,,"Vendia, Inc."
US-2023062427-A1,25/08/2021,,"Elite Coinage Co.,"
US-2022405844-A1,15/12/2021,,Hefei University Of Technology
US-2022400106-A1,02/02/2021,,"FinLink, Inc."
US-2022393880-A1,06/09/2018,,"Fall Guy Llc, Dba Fall Guy Consulting"
US-2023177530-A1,17/08/2021,,OM Guarantee Inc.
US-2023004959-A1,21/02/2020,,Panasonic Intellectual Property Corporation Of America
US-2023047948-A1,12/08/2021,,"Genusense Technologies, Inc."
US-2023041862-A1,03/08/2021,,Zhejiang Lab
US-2023222186-A1,12/01/2022,,"Trivver, Inc."
US-2022385487-A1,29/12/2020,,"CipherTrace, Inc."
US-2023145936-A1,10/11/2021,,"Samsung Electronics Co., Ltd."
US-2023039832-A1,06/08/2021,,Line Corporation
US-2023040377-A1,03/08/2021,,"Unified Sentinel Data Networks, LLC"
US-2023097093-A1,29/09/2021,,Flexa Network Inc.
US-2023024190-A1,23/07/2021,,AIO Technology Reserve Pte. Ltd.
US-2022360591-A1,05/02/2019,,Centurylink Intellectual Property Llc
US-2023075239-A1,13/07/2021,,Tata Consultancy Services Limited
US-2023019045-A1,14/07/2021,,Christian Suwiryo
US-2023011287-A1,09/07/2021,,"Haworth, Inc."
US-2023009663-A1,08/07/2021,,"Electronics And Telecommunications Research Institute, Anyang Univ. Academy-Industry Cooperation Foundation"
US-2022337433-A1,26/02/2020,,Visa International Service Association
US-2022335423-A1,09/10/2020,,"Alipay (Hangzhou) Information Technology Co., Ltd."
US-2023004958-A1,30/06/2021,,"Block, Inc."
US-2022335421-A1,09/10/2020,,"Alipay (Hangzhou) Information Technology Co., Ltd."
US-2023004960-A1,30/06/2021,,"Block, Inc."
US-2022368546-A1,14/05/2021,,Verizon Patent And Licensing Inc.
US-2022417044-A1,25/06/2021,,Prateek GOEL
US-2022327112-A1,13/11/2019,,Transactable Corporation
US-2022414670-A1,28/06/2021,,"Rebate Assets, LLC"
US-2022398580-A1,11/06/2021,,"Beijing Baidu Netcom Science Technology Co., Ltd."
US-2022398636-A1,09/06/2021,,"Raymond Fikes, Dennis R. Westbrook"
US-2022401842-A1,17/06/2021,,"Project Fanchise Technology, LLC"
US-2023138102-A1,02/11/2021,,Electronics And Telecommunications Research Institute
US-2022394484-A1,03/06/2021,,"Bellum, LLC"
US-2022391474-A1,03/06/2021,,Beatdapp Software Inc.
US-2022393893-A1,03/06/2021,,Zhejiang University
US-2023116535-A1,29/09/2021,,Flexa Network Inc.
US-2023104066-A1,29/09/2021,,Flexa Network Inc.
US-2023085807-A1,17/09/2021,,Huazhong University Of Science And Technology
US-2023016241-A1,13/07/2021,,Huazhong University Of Science And Technology
US-2022400018-A1,11/06/2021,,"Beijing Baidu Netcom Science Technology Co., Ltd."
US-2022277027-A1,27/05/2020,,Mastercard International Incorporated
US-2022366021-A1,17/05/2021,,"Tulip Digital Asset Exchange, Inc."
US-2022366405-A1,14/05/2021,,Goldman Sachs & Co. LLC
US-2022366495-A1,13/05/2021,,Jonathan Gottehrer
US-2022393876-A1,08/06/2021,,Tyson York Winarski
US-2023186243-A1,10/05/2021,,"Blockcities, Inc."
US-2022358488-A1,07/05/2021,,Infinity Pieces Inc.
US-2022358186-A1,07/05/2021,,"Disney Enterprises, Inc."
US-2022261810-A1,04/03/2019,,"Universal Group Co., Ltd."
US-2022358231-A1,05/05/2021,,"Skyscend, Inc."
US-2022263670-A1,11/06/2021,,"Beijing Baidu Netcom Science Technology Co., Ltd."
US-2022358458-A1,04/05/2021,,"Gray Matters, Inc."
US-2022271959-A1,26/12/2019,,Fujitsu Limited
US-2022261863-A1,11/12/2018,1,Hiwave Technologies Inc.
US-2022358532-A1,06/05/2021,,Line Corporation
US-2022351288-A1,26/04/2021,,"Coinbase, Inc."
US-2023141423-A1,08/11/2021,,"Fabrizio Fantini, Joel Maynard Ward, Marco Manzi"
US-2022343331-A1,27/04/2021,,"Rebate Assets, LLC"
US-2022335417-A1,16/04/2021,,VeriTX Corp.
US-2023136565-A1,29/10/2021,,Open Text Corporation
US-2022368524-A1,14/05/2021,,Verizon Patent And Licensing Inc.
US-2022230171-A1,20/05/2021,,"Beijing Baidu Netcom Science Technology Co., Ltd."
US-2022231835-A1,03/10/2019,,Mastercard International Incorporated
US-2022345317-A1,27/04/2021,,"Ai Bioelectronic Healthtech Co., Ltd."
US-2023116337-A1,29/09/2021,,Flexa Network Inc.
US-2022224536-A1,20/05/2021,,"Beijing Baidu Netcom Science Technology Co., Ltd."
US-2022292268-A1,11/03/2021,,DeepSee.ai Inc.
US-2023198762-A1,16/12/2021,,"Enduvo, Inc."
US-2022278861-A1,24/10/2018,,"Hangzhou Qulian Technology Co., Ltd."
US-2023066860-A1,25/02/2021,,Nym Technologies Sa
US-2023231719-A1,20/01/2022,,Dell Products L.P.
US-2022270093-A1,23/02/2021,,Bit Trap Pte. Ltd.
US-2023132657-A1,04/11/2021,,Liang Lu
US-2023126720-A1,21/10/2021,,Korea University Research And Business Foundation
US-2023196932-A1,16/12/2021,,"Enduvo, Inc."
US-2023146338-A1,11/02/2021,,Wone Sagl
US-2022253961-A1,09/02/2021,,"Erich Lawson Spangenberg, Daniel Lawrence Bork"
US-2023206216-A1,23/12/2021,,"Pangee, Inc."
US-2022253952-A1,08/02/2021,,"CipherTrace, Inc."
US-2023245112-A1,,,International Business Machines Corporation
US-2023118312-A1,14/10/2021,,"Mint NFT, Inc."
US-2022159761-A1,11/07/2018,,"L3Vel, Llc"
US-2022230169-A1,05/05/2017,,Jeff STOLLMAN
US-2022245976-A1,01/02/2021,,James Daniel Luciano
US-2023244654-A1,,,Hong Kong Applied Science and Technology Research Institute Company Limited
US-2022237267-A1,28/01/2021,,Bull Sas
US-2023115858-A1,14/05/2020,,Leonard L. Drey
US-2022149632-A1,29/08/2018,,Sean Walsh
US-2023109125-A1,05/10/2021,,"Zelus Wallet, LLC"
US-2023229813-A1,20/01/2022,,5Ire Llp
US-2023139432-A1,04/11/2021,,Liang Lu
US-2022255751-A1,08/02/2021,,Innodisk Corporation
US-2023196426-A1,16/12/2021,,"Enduvo, Inc."
US-2023222491-A1,13/01/2022,,Verizon Patent And Licensing Inc.
US-2022222245-A1,13/01/2021,,Unstoppable Domains Inc.
US-2023004956-A1,02/07/2021,,Mark Tatum
US-2023169593-A1,26/11/2021,,MaiCapital Limited
US-2023229321-A1,04/01/2022,,Bank Of America Corporation
US-2022255750-A1,05/02/2021,,Fujitsu Limited
US-2023208638-A1,29/12/2021,,International Business Machines Corporation
US-2023206173-A1,29/12/2021,,Micro Focus Llc
US-2023206193-A1,28/12/2021,,Mastercard International Incorporated
US-2022209962-A1,29/12/2020,,"CipherTrace, Inc."
US-2023206231-A1,27/12/2021,,"Paypal, Inc."
US-2023206218-A1,23/12/2021,,12948231 Canada Inc.
US-2022115102-A1,22/03/2019,,Atmps Ltd
US-2023198760-A1,22/12/2021,,"American Express Travel Related Services Company, Inc."
US-2023195683-A1,21/12/2021,,Intel Corporation
US-2012263390-A1,12/04/2011,,Jorg-Ulrich Mohnen
US-11658833-B1,06/12/2022,,"Citibank, N.A."
US-11615409-B1,22/12/2021,,"Deedstack, Inc."
US-11720907-B2,,,"Touch Point Worldwide, Inc."
US-11704732-B1,20/07/2022,,Assetize SARL
US-11616854-B1,14/07/2022,,Zengo Ltd.
US-11641347-B2,10/03/2021,,Quantropi Inc.
US-11695566-B2,18/06/2021,,"Zhiji Automotive Technology Co., Ltd."
US-11694197-B2,21/08/2018,,"Bcdb, Inc."
US-11379429-B1,28/10/2021,,Tassat Group LLC
US-11558344-B1,28/09/2020,,Unstoppable Domains Inc.
US-11707682-B2,11/09/2021,,Sony Interactive Entertainment Inc.
US-11373170-B1,20/04/2021,,"Dmg Blockchain Solutions, Inc."
US-11716333-B2,,,"Jpmorgan Chase Bank, N.A."
US-11695573-B2,23/07/2021,,International Business Machines Corporation
US-11671991-B2,13/07/2020,,"Samsung Electronics Co., Ltd."
US-11347885-B2,16/06/2020,,"Via Science, Inc."
US-11522947-B1,09/06/2021,,Bank Of America Corporation
US-11606424-B1,23/04/2021,,Amdocs Development Limited
US-11695552-B2,25/03/2021,,International Business Machines Corporation
US-11699135-B2,20/03/2020,,Mastercard International Incorporated
US-11405364-B1,04/03/2021,,International Business Machines Corporation
US-11720906-B2,,,"Touch Point Worldwide, Inc."
US-11271716-B1,28/01/2021,,"Emtruth, Inc."
US-11244308-B1,31/12/2020,,"Brian Stankiewicz, Nicholas Brian Stankiewicz"
US-11375009-B1,07/12/2020,,International Business Machines Corporation
US-11509719-B2,03/12/2020,,Seagate Technology Llc
US-11502858-B2,09/03/2020,,Vmware Inc.
US-11488123-B2,25/11/2019,,"Capital One Services, Llc"
US-11683152-B2,09/10/2019,,Infineon Technologies Ag
US-11537688-B2,06/08/2020,,"D3d Co., Ltd."
US-11563559-B2,29/07/2020,,International Business Machines Corporation
US-11550931-B1,11/07/2019,,Galena Hills Inc.
US-11451588-B2,30/04/2020,,"Vmware, Inc."
US-11715149-B2,,,"RocketFuel Blockchain, Inc."
US-11394717-B2,03/04/2020,,"Kyndryl, Inc."
US-11120513-B2,24/05/2019,,"Advanced New Technologies Co., Ltd."
US-11616652-B2,15/03/2019,,Hcl Technologies Limited
US-11347492-B2,26/02/2020,,Sap Se
US-11032366-B2,18/02/2019,,Ajou University Industry-Academic Cooperation Foundation
US-11520776-B1,11/02/2020,,"Two Six Labs, LLC"
US-10726049-B2,17/04/2019,,Alibaba Group Holding Limited
