id,priority_date,cite_number
JP-2020523716-A,04/05/2017,13.0
JP-2020518040-A,22/05/2017,13.0
JP-2020014193-A,07/05/2018,12.0
JP-2022530582-A,28/06/2019,12.0
JP-2023501152-A,04/11/2019,8.0
JP-2020507140-A,27/11/2018,9.0
JP-2019101719-A,01/12/2017,10.0
JP-2020500339-A,22/11/2017,10.0
JP-2021520732-A,13/04/2018,9.0
JP-2019103112-A,01/12/2017,10.0
JP-2022548168-A,17/09/2019,9.0
JP-2020511017-A,28/02/2019,13.0
JP-2021131860-A,20/02/2020,2.0
JP-2022533301-A,15/03/2019,3.0
JP-2023505757-A,27/11/2019,13.0
JP-2020526053-A,31/01/2019,13.0
JP-2019537148-A,06/12/2016,15.0
JP-2022051652-A,21/09/2020,2.0
JP-2023098847-A,29/12/2021,1.0
JP-2022520478-A,15/02/2019,13.0
JP-2022520844-A,15/02/2019,13.0
JP-2022520273-A,15/02/2019,13.0
JP-2023501788-A,31/10/2019,2.0
JP-2020533671-A,08/09/2017,3.0
JP-2022126806-A,05/07/2016,12.0
JP-WO2020003386-A1,26/06/2018,3.0
JP-2022544619-A,22/08/2019,2.0
JP-2019204194-A,22/05/2018,3.0
JP-2021018817-A,16/07/2019,2.0
JP-2021528885-A,13/11/2019,9.0
JP-2022533386-A,24/05/2019,3.0
JP-2023101763-A,26/11/2018,1.0
JP-2022528071-A,25/03/2019,3.0
JP-2022532578-A,10/05/2019,3.0
JP-2020188503-A,01/08/2020,3.0
JP-2023508088-A,24/12/2019,3.0
JP-2022519804-A,12/01/2020,3.0
JP-2022524177-A,18/02/2020,3.0
JP-2022109467-A,15/01/2021,3.0
JP-2023517049-A,04/03/2020,3.0
JP-2023000072-A,17/06/2021,3.0
JP-2022055352-A,27/09/2020,3.0
JP-2023056818-A,08/10/2021,3.0
JP-2023099066-A,08/02/2018,3.0
JP-2020035214-A,30/08/2018,4.0
JP-2020064460-A,17/10/2018,4.0
JP-2021511562-A,19/01/2018,4.0
JP-2021511743-A,26/01/2018,4.0
JP-2021523619-A,15/05/2018,4.0
JP-2021016143-A,26/08/2019,4.0
JP-2022504932-A,27/10/2018,4.0
JP-WO2020213516-A1,18/04/2019,4.0
JP-2022532886-A,24/05/2019,4.0
JP-2022531742-A,10/05/2019,4.0
JP-2022553522-A,20/12/2019,4.0
JP-2021197142-A,17/06/2020,4.0
JP-2021175193-A,29/04/2020,4.0
JP-2023532566-A,30/06/2020,4.0
JP-2023056011-A,07/12/2017,4.0
JP-2019145925-A,16/02/2018,6.0
JP-WO2018174112-A1,21/03/2017,5.0
JP-2020532177-A,23/08/2017,5.0
JP-2017224017-A,13/06/2016,6.0
JP-2020502618-A,30/11/2018,5.0
JP-2021511558-A,19/01/2018,5.0
JP-2021514510-A,24/02/2018,5.0
JP-2022528765-A,27/05/2019,5.0
JP-2021531604-A,29/08/2018,5.0
JP-2022513236-A,12/12/2018,5.0
JP-2022533753-A,24/05/2019,5.0
JP-2022530601-A,12/09/2019,5.0
JP-2022553946-A,08/11/2019,5.0
JP-2022545049-A,06/01/2020,5.0
JP-2023508283-A,18/12/2019,5.0
JP-2021131865-A,19/02/2020,5.0
JP-2023509257-A,10/12/2020,5.0
JP-2023101776-A,23/08/2017,5.0
JP-2020519097-A,04/05/2017,6.0
JP-2020530956-A,03/08/2017,6.0
JP-6829927-B1,09/09/2020,3.0
JP-7033352-B1,17/06/2021,3.0
JP-7011365-B1,27/10/2021,3.0
JP-2021516805-A,13/06/2018,6.0
JP-2022533396-A,26/06/2019,6.0
JP-2022528360-A,25/03/2019,6.0
JP-2022534115-A,25/06/2019,6.0
JP-2022541323-A,25/07/2019,6.0
JP-2023531867-A,14/05/2020,6.0
JP-2021500789-A,23/10/2017,7.0
JP-2021505014-A,24/11/2017,7.0
JP-6566278-B1,08/08/2018,4.0
JP-2021515270-A,02/03/2018,7.0
JP-2020528586-A,04/03/2019,7.0
JP-6973840-B1,08/09/2021,4.0
JP-2022509318-A,07/09/2018,7.0
JP-2021523620-A,14/05/2018,8.0
JP-6626228-B1,19/03/2019,5.0
JP-2020524932-A,20/06/2017,9.0
JP-2017224018-A,13/06/2016,11.0
JP-WO2020085347-A1,22/10/2018,9.0
JP-2022511547-A,14/12/2018,9.0
JP-2020047104-A,20/09/2018,10.0
JP-2022536485-A,10/06/2019,9.0
JP-2020515961-A,11/04/2017,11.0
JP-2022536189-A,28/04/2020,9.0
JP-2020516976-A,31/01/2017,11.0
JP-2020507158-A,31/01/2017,11.0
JP-2019200556-A,16/05/2018,11.0
JP-2021533638-A,27/07/2018,10.0
JP-2022508247-A,27/11/2018,10.0
JP-2022512324-A,05/12/2018,10.0
JP-2022524996-A,04/03/2019,10.0
JP-2021533475-A,15/03/2019,10.0
JP-2021515296-A,10/04/2019,10.0
JP-2022536445-A,17/04/2019,10.0
JP-2022552318-A,10/10/2018,10.0
JP-2023089127-A,07/07/2017,10.0
JP-2018139068-A,24/02/2017,13.0
JP-2022509640-A,30/11/2018,11.0
JP-2019091464-A,03/04/2017,12.0
JP-2022509933-A,20/11/2018,11.0
JP-2021521667-A,03/04/2018,12.0
JP-2021517401-A,16/03/2018,13.0
JP-2019184908-A,13/04/2018,4.0
JP-2023515369-A,19/02/2020,2.0
JP-2021189993-A,04/06/2020,2.0
JP-2021189638-A,28/05/2020,2.0
JP-6911231-B1,21/09/2020,2.0
JP-2022514919-A,21/12/2018,3.0
JP-2022532623-A,14/05/2019,2.0
JP-2022020603-A,20/07/2020,2.0
JP-WO2020085378-A1,24/10/2018,3.0
JP-2020184330-A,26/04/2019,2.0
JP-2022526936-A,25/03/2019,2.0
JP-2023502573-A,13/11/2019,2.0
JP-2020038568-A,05/09/2018,3.0
JP-2020035041-A,28/08/2018,3.0
JP-2022551661-A,09/10/2019,2.0
JP-2023036959-A,26/06/2017,12.0
JP-7258321-B1,05/11/2021,1.0
JP-2021153331-A,15/07/2020,1.0
JP-2023501963-A,30/10/2019,
JP-2022533845-A,24/05/2019,1.0
JP-2022511971-A,21/12/2018,
JP-2023519065-A,02/03/2020,
JP-2023519050-A,02/03/2020,
JP-2022510766-A,29/11/2018,2.0
JP-2022522895-A,06/03/2019,2.0
JP-2022548185-A,18/07/2019,2.0
JP-WO2020183726-A1,14/03/2019,2.0
JP-2022101477-A,24/12/2020,1.0
JP-2023509107-A,19/11/2020,1.0
JP-6762647-B1,09/08/2019,1.0
JP-2023535354-A,30/07/2020,1.0
JP-2022541805-A,04/09/2019,
JP-2023526230-A,14/05/2020,1.0
JP-2023524266-A,06/05/2020,1.0
JP-2023527523-A,19/05/2020,
JP-2023527713-A,28/05/2020,1.0
JP-2023520527-A,30/03/2020,1.0
JP-2023521707-A,06/04/2020,1.0
JP-2023517033-A,04/03/2020,1.0
JP-2023524618-A,19/02/2020,1.0
JP-2015228213-A,13/05/2014,1.0
JP-2023522503-A,23/04/2020,1.0
JP-2022549777-A,23/09/2019,1.0
JP-2022548629-A,20/09/2019,1.0
JP-6535394-B1,15/02/2018,1.0
JP-2019139665-A,15/02/2018,
JP-2019215810-A,14/06/2018,
JP-2021530010-A,22/06/2018,
JP-WO2020008658-A1,03/07/2018,1.0
JP-2021505002-A,30/11/2017,1.0
JP-2019109894-A,18/12/2017,1.0
JP-2020177372-A,16/04/2019,1.0
JP-2021530163-A,04/07/2018,1.0
JP-2022516160-A,31/12/2018,
JP-2022504224-A,17/10/2018,1.0
JP-2022509590-A,13/11/2018,
JP-2022504825-A,31/10/2018,1.0
JP-2022511678-A,21/11/2018,1.0
JP-2022514768-A,20/12/2018,
JP-WO2021029090-A1,09/08/2019,1.0
JP-2022545422-A,19/08/2019,2.0
JP-2022515421-A,24/12/2018,
JP-2021518715-A,27/03/2018,3.0
JP-2022531497-A,07/05/2019,6.0
JP-2022554202-A,22/06/2020,3.0
JP-WO2020141584-A1,06/01/2019,6.0
JP-6218979-B1,24/02/2017,
JP-2022169712-A,31/01/2017,
JP-2020512614-A,29/12/2018,12.0
JP-2021504813-A,17/05/2018,11.0
JP-2020526069-A,26/06/2017,12.0
JP-WO2020204004-A1,29/03/2019,
JP-6912840-B1,25/08/2020,3.0
JP-2022070868-A,20/06/2017,
JP-6683332-B1,26/08/2019,4.0
JP-2020511803-A,28/02/2019,7.0
JP-2022500738-A,19/09/2018,
JP-2021512383-A,20/12/2017,8.0
JP-2022532125-A,07/05/2019,
JP-2022534023-A,21/05/2019,7.0
JP-2022533686-A,22/09/2020,
JP-2023500411-A,12/11/2019,
JP-2023509889-A,21/05/2020,
JP-2020524925-A,20/06/2017,8.0
JP-2020524926-A,20/06/2017,
JP-2020526062-A,28/06/2017,
JP-2020519959-A,18/03/2019,8.0
JP-6582277-B1,14/09/2018,
JP-2020523677-A,15/06/2017,
JP-2019533229-A,09/09/2016,10.0
JP-2022505774-A,24/10/2018,8.0
JP-2021535680-A,07/12/2018,
JP-2023503120-A,03/12/2019,
JP-2021136694-A,26/02/2020,
JP-2023036765-A,20/06/2017,
JP-2023040203-A,20/06/2017,
JP-2021524100-A,16/05/2018,
JP-2021525016-A,23/05/2018,9.0
JP-2021526430-A,30/08/2018,9.0
JP-2022500800-A,19/04/2019,9.0
JP-2020503585-A,07/11/2018,
JP-2020531983-A,23/08/2017,6.0
JP-2018106386-A,26/12/2016,12.0
JP-WO2018186391-A1,03/04/2017,12.0
JP-2023110089-A,10/04/2019,
JP-2022002130-A,08/11/2019,2.0
JP-2022097754-A,12/11/2019,2.0
JP-2022534196-A,24/05/2019,3.0
JP-2022533777-A,24/05/2019,3.0
JP-2022550408-A,12/10/2019,3.0
JP-2021526676-A,07/09/2018,6.0
JP-2022551874-A,09/10/2019,3.0
JP-2021114280-A,17/01/2020,3.0
JP-2023508210-A,27/05/2020,3.0
JP-2022020602-A,20/07/2020,3.0
JP-2023039383-A,27/10/2021,3.0
JP-2023089153-A,08/09/2017,3.0
JP-2020522767-A,01/02/2019,4.0
JP-2014507740-A,09/03/2011,20.0
JP-2020170296-A,02/04/2019,4.0
JP-6830719-B1,29/03/2019,6.0
JP-2021528028-A,13/06/2018,4.0
JP-2022525765-A,14/03/2019,4.0
JP-WO2020100855-A1,13/11/2018,4.0
JP-2022548501-A,05/09/2019,4.0
JP-2022534047-A,24/05/2019,4.0
JP-2022533751-A,24/05/2019,4.0
JP-2022550401-A,30/10/2019,4.0
JP-2023511231-A,21/01/2020,4.0
JP-2020520499-A,03/05/2017,14.0
JP-2022514784-A,20/12/2018,12.0
JP-2022500742-A,26/04/2019,12.0
JP-2019165718-A,13/03/2018,10.0
JP-2022549581-A,25/09/2019,12.0
JP-2023039374-A,08/09/2021,4.0
JP-2020511702-A,28/02/2019,10.0
JP-2021516902-A,09/03/2018,10.0
JP-2021529378-A,03/07/2018,10.0
JP-2020505663-A,29/12/2018,11.0
JP-2023523992-A,30/04/2020,10.0
JP-2023100837-A,09/03/2018,10.0
JP-2023065602-A,18/01/2018,4.0
JP-2020533859-A,15/09/2017,5.0
JP-2021507586-A,14/12/2017,5.0
JP-2020522922-A,09/06/2017,6.0
JP-2021528720-A,15/06/2018,5.0
JP-2022501712-A,19/09/2018,5.0
JP-2020129794-A,07/02/2019,5.0
JP-2022527610-A,12/04/2019,5.0
JP-2022527611-A,12/04/2019,5.0
JP-2022540896-A,17/07/2019,5.0
JP-2021513254-A,09/02/2018,6.0
JP-6902151-B1,17/01/2020,3.0
JP-2022553059-A,24/10/2019,5.0
JP-2023506426-A,13/12/2019,5.0
JP-2022177183-A,15/09/2017,5.0
JP-2019161580-A,16/03/2018,3.0
JP-2022553963-A,24/03/2020,2.0
JP-2022534677-A,30/05/2019,2.0
JP-2022532764-A,16/05/2019,2.0
JP-2023535040-A,23/07/2020,2.0
JP-2021532427-A,11/10/2019,3.0
JP-6630425-B1,03/12/2018,3.0
JP-2021505049-A,27/11/2017,3.0
JP-2022526934-A,25/03/2019,2.0
JP-2022526038-A,03/04/2019,2.0
JP-WO2021090838-A1,08/11/2019,2.0
JP-2021531689-A,23/07/2018,3.0
JP-2021530930-A,17/07/2018,3.0
JP-2022548553-A,12/09/2019,1.0
JP-2021087100-A,27/11/2019,1.0
JP-2022500920-A,21/09/2018,2.0
JP-WO2020054612-A1,11/09/2018,2.0
JP-2020077078-A,06/11/2018,2.0
JP-2015515073-A,27/04/2012,2.0
JP-2020035040-A,28/08/2018,1.0
JP-2020091515-A,03/12/2018,1.0
JP-2020129316-A,12/02/2019,1.0
JP-2021530172-A,19/07/2018,1.0
JP-2021533708-A,02/08/2018,1.0
JP-2022520141-A,05/11/2018,2.0
JP-2021086361-A,27/11/2019,1.0
JP-2022512220-A,10/12/2018,1.0
JP-2021015387-A,11/07/2019,2.0
JP-2022549873-A,27/09/2019,1.0
JP-2023501905-A,24/10/2019,1.0
JP-2023518004-A,13/03/2020,1.0
JP-2023522673-A,15/04/2020,1.0
JP-2021179993-A,15/05/2020,1.0
JP-2023524107-A,29/04/2020,2.0
JP-2021028827-A,09/08/2019,2.0
JP-2017059164-A,18/09/2015,5.0
JP-2022549001-A,24/09/2019,2.0
JP-2022551623-A,07/10/2019,2.0
JP-2020161092-A,28/03/2019,3.0
JP-2019146137-A,10/03/2018,3.0
JP-2021513253-A,08/02/2018,3.0
JP-6842025-B1,19/03/2020,2.0
JP-6762057-B1,20/05/2020,2.0
JP-2022525251-A,24/05/2019,2.0
JP-2019106612-A,12/12/2017,3.0
JP-2021515303-A,21/02/2018,3.0
JP-2022527358-A,12/04/2019,2.0
JP-2020173803-A,04/04/2019,2.0
JP-2021508101-A,24/10/2017,3.0
JP-WO2021095795-A1,12/11/2019,2.0
JP-2022528359-A,25/03/2019,2.0
JP-2022528710-A,15/04/2019,2.0
JP-2023525973-A,15/05/2020,1.0
JP-2023528649-A,12/06/2020,1.0
JP-2019185642-A,17/04/2018,1.0
JP-2020099010-A,18/12/2018,1.0
JP-2022531642-A,15/03/2019,1.0
JP-2021530173-A,17/07/2018,1.0
JP-2015056070-A,12/09/2013,1.0
JP-2021013122-A,08/07/2019,1.0
JP-2021016095-A,12/07/2019,1.0
JP-WO2020129321-A1,21/12/2018,1.0
JP-2021056759-A,30/09/2019,1.0
JP-6836643-B1,27/11/2019,1.0
JP-6713588-B1,06/02/2019,2.0
JP-6656628-B1,03/04/2019,2.0
JP-2022508211-A,26/11/2018,2.0
JP-2022504575-A,29/10/2018,2.0
JP-2020042795-A,11/09/2018,2.0
JP-2022501960-A,30/09/2018,2.0
JP-WO2020161929-A1,06/02/2019,2.0
JP-2021521699-A,20/04/2018,2.0
JP-2023534593-A,29/01/2022,1.0
JP-2022065010-A,05/02/2022,1.0
JP-2019184995-A,11/08/2018,2.0
JP-2020526849-A,20/07/2017,2.0
JP-2022088326-A,02/12/2020,1.0
JP-6861327-B1,02/07/2019,1.0
JP-2022020604-A,20/07/2020,1.0
JP-2023535633-A,30/07/2020,1.0
JP-2023527762-A,20/05/2020,1.0
JP-2019179453-A,30/03/2018,1.0
JP-2023520634-A,06/04/2020,1.0
JP-2023507546-A,23/03/2020,1.0
JP-2021077422-A,17/02/2021,1.0
JP-2022536190-A,28/04/2020,1.0
JP-2023508188-A,23/12/2019,1.0
JP-2022549624-A,30/09/2019,1.0
JP-2022548149-A,16/09/2019,1.0
JP-2022539186-A,28/06/2019,1.0
JP-WO2021002284-A1,02/07/2019,1.0
JP-2020184760-A,02/05/2019,1.0
JP-2022528711-A,15/04/2019,1.0
JP-2022526940-A,25/03/2019,1.0
JP-2020155132-A,22/03/2019,1.0
JP-2022522790-A,01/03/2019,1.0
JP-2022546378-A,10/12/2019,1.0
JP-2022510462-A,07/12/2018,1.0
JP-2022507497-A,21/11/2018,1.0
JP-2022513394-A,24/10/2018,1.0
JP-2023070180-A,05/11/2021,1.0
JP-2020524346-A,17/04/2018,3.0
JP-2022548583-A,12/09/2019,2.0
JP-2022547697-A,12/09/2019,2.0
JP-2023044810-A,21/09/2021,
JP-2022539458-A,11/07/2019,2.0
JP-2022002008-A,19/06/2020,2.0
JP-6467540-B1,10/03/2018,3.0
JP-2020191091-A,21/05/2019,2.0
JP-2022534056-A,24/05/2019,2.0
JP-2022532762-A,16/05/2019,2.0
JP-2021518710-A,27/03/2018,1.0
JP-2018113017-A,09/01/2017,1.0
JP-2019212165-A,07/06/2018,1.0
JP-2020525942-A,27/06/2017,1.0
JP-WO2020044471-A1,29/08/2018,1.0
JP-2020060954-A,10/10/2018,1.0
JP-2020107228-A,28/12/2018,1.0
JP-2022518621-A,08/01/2019,1.0
JP-2021022160-A,26/07/2019,1.0
JP-WO2021019683-A1,30/07/2019,1.0
JP-2021530065-A,07/12/2018,1.0
JP-2022512497-A,19/12/2018,1.0
JP-2022524925-A,01/02/2019,1.0
JP-2021093104-A,06/02/2020,1.0
JP-2022525422-A,21/03/2019,1.0
JP-2022528281-A,10/04/2019,1.0
JP-2021174102-A,21/04/2020,1.0
JP-2022536447-A,29/04/2019,1.0
JP-6297196-B1,09/01/2017,1.0
JP-2021028824-A,05/06/2020,1.0
JP-2021196792-A,12/06/2020,1.0
JP-2018510482-A,02/04/2015,2.0
JP-2022542367-A,10/09/2019,1.0
JP-2022056204-A,29/09/2020,1.0
JP-2022553130-A,08/10/2019,1.0
JP-2023503607-A,25/11/2019,1.0
JP-2023505686-A,10/12/2019,1.0
JP-6650157-B1,08/05/2019,1.0
JP-2021108464-A,07/04/2020,1.0
JP-2022160319-A,06/04/2021,1.0
JP-2023522258-A,21/04/2020,1.0
JP-6752384-B1,30/07/2019,1.0
JP-2023524237-A,01/05/2020,1.0
JP-6696672-B1,21/12/2018,1.0
JP-6843327-B1,20/09/2019,1.0
JP-6840319-B1,24/09/2019,1.0
JP-2023527811-A,27/05/2020,1.0
JP-6666511-B1,01/11/2019,1.0
JP-6774073-B1,19/11/2019,1.0
JP-2023535605-A,28/07/2020,1.0
JP-2023016527-A,21/07/2021,1.0
JP-6799837-B1,24/01/2020,1.0
JP-2023028578-A,19/08/2021,1.0
JP-6894033-B1,15/06/2020,1.0
JP-2020511930-A,16/03/2017,2.0
JP-2019175249-A,29/03/2018,2.0
JP-7028297-B1,29/09/2020,1.0
JP-WO2020008623-A1,06/07/2018,2.0
JP-2020080061-A,13/11/2018,2.0
JP-6967211-B1,22/07/2021,1.0
JP-2021521537-A,13/04/2018,2.0
JP-2022519438-A,19/12/2018,2.0
JP-2020170360-A,03/04/2019,2.0
JP-2021512412-A,06/05/2018,2.0
JP-2020024668-A,02/08/2018,2.0
JP-2020198060-A,04/06/2019,2.0
JP-6487091-B1,29/03/2018,2.0
JP-2021039564-A,03/09/2019,2.0
JP-2022500756-A,12/09/2018,2.0
JP-6592722-B1,02/05/2018,2.0
JP-6615946-B1,09/06/2018,2.0
JP-WO2020085266-A1,22/10/2018,2.0
JP-WO2020085267-A1,22/10/2018,2.0
JP-6478361-B1,11/08/2018,2.0
JP-6732309-B1,14/08/2019,2.0
JP-2023095086-A,24/12/2021,
JP-2023006292-A,30/06/2021,
JP-7054288-B1,20/08/2020,
JP-7324357-B1,21/12/2022,
JP-2023102518-A,12/01/2022,
JP-2022548552-A,12/09/2019,
JP-2022189744-A,11/06/2021,
JP-2022167892-A,22/04/2021,
JP-2022173124-A,06/05/2021,
JP-2023117344-A,10/02/2022,
JP-2022189722-A,11/06/2021,
JP-2022140376-A,11/03/2021,
JP-2023067688-A,10/02/2022,
JP-2022044815-A,29/01/2022,
JP-2023067685-A,27/01/2022,
JP-2023090602-A,17/12/2021,
JP-2022169427-A,27/04/2021,
JP-2023103033-A,13/01/2022,
JP-2023024340-A,06/08/2021,
JP-2023039388-A,06/01/2022,
JP-2023098204-A,28/12/2021,
JP-2022120785-A,05/02/2021,
JP-2023082413-A,02/12/2021,
JP-2023026348-A,13/08/2021,
JP-2022167763-A,22/04/2021,
JP-2022056424-A,11/11/2021,
JP-2023064966-A,27/10/2021,
JP-2023059190-A,14/10/2021,
JP-2023044766-A,21/09/2021,
JP-2023042816-A,15/09/2021,
JP-2023038100-A,06/09/2021,
JP-2023023279-A,04/08/2021,
JP-2023014548-A,19/07/2021,
JP-2023087859-A,14/12/2021,
JP-2022191980-A,16/06/2021,
JP-2022191974-A,16/06/2021,
JP-2023533206-A,24/06/2020,
JP-2023529467-A,12/06/2020,
JP-2022157519-A,31/03/2021,
JP-2023518761-A,20/03/2020,
JP-2023509006-A,24/04/2020,
JP-2021093212-A,08/03/2021,
JP-2023513845-A,19/02/2020,
JP-2023513848-A,19/02/2020,
JP-2023515435-A,19/02/2020,
JP-2023516466-A,13/03/2020,
JP-2023516326-A,04/03/2020,
JP-2021039791-A,04/12/2020,
JP-2022084349-A,26/11/2020,
JP-2023521266-A,30/12/2019,
JP-2022549625-A,30/09/2019,
JP-2023075891-A,24/05/2022,
JP-2022545048-A,16/08/2019,
JP-2022552025-A,24/06/2020,
JP-2022538689-A,05/07/2019,
JP-2022547853-A,30/03/2020,
JP-2021035041-A,14/08/2019,
JP-2022527002-A,22/03/2019,
JP-2022528254-A,22/03/2019,
JP-2021086360-A,27/11/2019,
JP-2021087061-A,26/11/2019,
JP-2020047274-A,19/09/2018,
JP-2023094491-A,23/12/2021,
JP-2021048430-A,17/09/2019,
JP-2021044776-A,13/09/2019,
JP-2021043770-A,12/09/2019,
JP-2021532475-A,24/07/2018,
JP-2022536450-A,02/05/2019,
JP-2020119078-A,21/01/2019,
JP-2019167808-A,23/03/2018,
JP-2020065134-A,16/10/2018,
JP-2020061696-A,12/10/2018,
JP-2023071620-A,11/11/2021,
JP-7320311-B1,27/07/2022,
JP-7266227-B1,08/07/2022,
JP-7265068-B1,24/05/2022,
JP-7231771-B1,31/03/2022,
JP-7231291-B1,31/03/2022,
JP-2023026347-A,13/08/2021,
JP-7106778-B1,11/06/2021,
JP-7128977-B1,23/03/2022,
JP-7137032-B1,23/03/2022,
JP-7185080-B1,21/02/2022,
JP-7153153-B1,15/02/2022,
JP-3237943-U,27/01/2022,
JP-7180933-B1,17/12/2021,
JP-7169420-B1,22/04/2021,
JP-7246600-B1,12/10/2021,
JP-7104276-B1,04/08/2021,
JP-6982345-B1,06/10/2020,
JP-6935662-B1,19/08/2020,
JP-2023041646-A,11/09/2021,
JP-2023051818-A,30/09/2021,
JP-2022187006-A,22/04/2021,
JP-6852776-B1,26/11/2019,
JP-2023101735-A,27/10/2021,
JP-2023093457-A,23/03/2020,
JP-2023102263-A,11/01/2022,
JP-2023083228-A,03/12/2021,
JP-2023015223-A,08/11/2022,
JP-6935567-B1,05/10/2020,
JP-2021047570-A,18/09/2019,
JP-7223912-B1,25/11/2022,
JP-7297129-B1,29/08/2022,
JP-7197822-B1,07/04/2022,
JP-7100330-B1,06/10/2020,
JP-7134514-B1,31/03/2021,
JP-6977844-B1,29/09/2020,
JP-2023519180-A,26/03/2020,
JP-2022163648-A,14/04/2021,
JP-2020027381-A,10/08/2018,
JP-2020031337-A,22/08/2018,
JP-2020058008-A,26/09/2018,
JP-2020058007-A,26/09/2018,
JP-6863508-B1,19/03/2020,
JP-2023060877-A,22/04/2021,
JP-2021506051-A,06/12/2017,
JP-2022138078-A,09/03/2021,
JP-2023094555-A,23/12/2021,
JP-2022125129-A,28/06/2022,
JP-2022185579-A,02/06/2021,
JP-2022186590-A,04/06/2021,
JP-2023113422-A,03/02/2022,
JP-2023107560-A,24/01/2022,
JP-2023514007-A,20/12/2019,
JP-2022101466-A,24/12/2020,
JP-2023048946-A,12/10/2021,
JP-2023050788-A,30/09/2021,
JP-2023509806-A,27/11/2020,
JP-2023037442-A,03/09/2021,
JP-2023036489-A,02/09/2021,
JP-2023536296-A,03/08/2020,
JP-2023003894-A,24/06/2021,
JP-2022182526-A,28/05/2021,
JP-2020074559-A,10/01/2020,
JP-2022132733-A,01/03/2021,
JP-2021114248-A,21/01/2020,
JP-2021174170-A,22/04/2020,
JP-2021140765-A,28/02/2020,
JP-2022101819-A,25/12/2020,
JP-2023502820-A,28/10/2020,
JP-2023510711-A,08/01/2020,
JP-2023536027-A,29/07/2020,
JP-2022551915-A,16/10/2019,
JP-2022061223-A,06/10/2020,
JP-2023500258-A,31/10/2019,
JP-2022056019-A,29/09/2020,
JP-2022046928-A,11/09/2020,
JP-2022021081-A,21/07/2020,
JP-2022535497-A,29/04/2019,
JP-2021140715-A,28/02/2020,
JP-2022536734-A,19/07/2019,
JP-7233641-B1,31/03/2022,
JP-7274651-B1,29/06/2022,
JP-2023107825-A,17/06/2019,
JP-7191436-B1,02/04/2021,
JP-7117465-B1,04/02/2022,
JP-7029212-B1,29/10/2021,
JP-7268259-B1,15/03/2022,
JP-2021068340-A,28/10/2019,
JP-2019185513-A,13/04/2018,
JP-2023098985-A,08/09/2021,
JP-2020047122-A,20/09/2018,
JP-2020113209-A,16/01/2019,
JP-2021504845-A,13/06/2018,
JP-2020127109-A,04/02/2019,
JP-2020177327-A,16/04/2019,
JP-WO2019245041-A1,22/06/2018,
JP-2022512464-A,14/12/2018,
JP-WO2021100118-A1,19/11/2019,
JP-2022517869-A,08/01/2019,
JP-2021090113-A,03/12/2019,
JP-2023101765-A,17/06/2019,
JP-2021047572-A,18/09/2019,
JP-2021068130-A,21/10/2019,
JP-2023090641-A,17/12/2021,
JP-2023058031-A,12/10/2021,
JP-2023027775-A,17/08/2021,
JP-2023114418-A,04/02/2022,
JP-6691254-B1,29/05/2019,
JP-2022121619-A,30/06/2022,
JP-6730504-B1,27/11/2019,
JP-6884196-B1,06/12/2019,
JP-2022120111-A,10/06/2022,
JP-6751489-B1,31/01/2020,
JP-6874242-B1,20/02/2020,
JP-6885493-B1,19/03/2020,
JP-6895567-B1,14/07/2020,
JP-6894160-B1,13/12/2019,
JP-7015492-B1,24/06/2021,
JP-2021093581-A,09/12/2019,
JP-2021117947-A,29/01/2020,
JP-2021069103-A,31/01/2020,
JP-2021148850-A,17/03/2020,
JP-2023519507-A,25/03/2020,
JP-2022533179-A,24/05/2019,
JP-2022543733-A,26/06/2019,
JP-2022058961-A,29/09/2020,
JP-2022548173-A,17/09/2019,
JP-2023114258-A,04/02/2022,
JP-2022059707-A,02/10/2020,
JP-2023104360-A,17/01/2022,
JP-2023079648-A,29/11/2021,
JP-2023075841-A,19/11/2021,
JP-2023074246-A,17/11/2021,
JP-2023066919-A,29/10/2021,
JP-2023037167-A,03/09/2021,
JP-2023036448-A,02/09/2021,
JP-2023020345-A,30/07/2021,
JP-2023016536-A,21/07/2021,
JP-2023007937-A,02/07/2021,
JP-2023532356-A,28/06/2020,
JP-2023502057-A,15/11/2019,
JP-2023000898-A,18/06/2021,
JP-2022191081-A,15/06/2021,
JP-2023531561-A,27/06/2020,
JP-2023532211-A,17/06/2020,
JP-2023519330-A,27/03/2020,
JP-2023527030-A,28/05/2020,
JP-WO2021117406-A1,13/12/2019,
JP-2022121960-A,09/02/2021,
JP-2022125378-A,17/02/2021,
JP-2022158363-A,01/04/2021,
JP-2022156869-A,31/03/2021,
JP-2022149878-A,25/03/2021,
JP-2020129282-A,08/02/2019,
JP-2023106055-A,20/01/2022,
JP-2020016980-A,24/07/2018,
JP-2020043464-A,11/09/2018,
JP-2021190989-A,26/05/2020,
JP-2021140753-A,09/03/2020,
JP-2022551013-A,26/11/2019,
JP-2020076877-A,08/11/2018,
JP-2022057735-A,30/09/2020,
JP-2020079891-A,14/11/2018,
JP-2020086868-A,22/11/2018,
JP-2020098972-A,17/12/2018,
JP-2021507617-A,22/12/2017,
JP-2017049732-A,31/08/2015,
JP-2020126283-A,31/01/2019,
JP-2022111758-A,20/01/2021,
JP-2022547657-A,06/09/2019,
JP-2020129283-A,08/02/2019,
JP-2020187739-A,09/05/2019,
JP-2020174297-A,11/04/2019,
JP-2023515046-A,19/02/2020,
JP-2019200786-A,18/05/2018,
